Review,a0,a1,a2,a3,a4,a5
"Nhà hàng nhật đầu tiên ở quy nhơn. Mình thấy đây là nhà hàng chế biến đồ ăn nước ngoài vị chuẩn nhất mình biết hihi. Quán nằm trên đường diên hồng, bên cạnh cà phê sky và với màu đỏ nổi bật nên rất dễ tìm. Menu ở đây toàn những món đặc trưng cho sứ sở hoa anh đào, shushi, sashimi, cá hồi, mì udon ... đồ ăn khá vừa miệng, ăn hợp khẩu vị, nhà hàng sang trọng, phục vụ nhanh nhẹn, dễ thương. Mới vô là được chào đón nồng nhiệt luôn ^^ . Giá cả cũng khá hợp lí so với chất lượng và dịch vụ .",0,0,5,5,0,0
Một nơi khá tốt để có hải sản và các món ăn địa phương của Việt Nam với giá cả hợp lý. Tôi sẽ đề nghị đi ăn các món hải sản phổ biến hơn để sản phẩm tươi hơn.,0,0,0,4,0,0
"Quán này mới mở cuối năm 2017, nhưng làm mưa làm gió với món kem tuyết rồi, cơ mà kem tuyết thì giá hơi chát. Những 55k một phần,có hơi đắt thật nhưng công nhận là ngon hết sẩy, nên mình ham uống trà trái cây ở đây hơn, giá mềm hơn, chỉ tầm 27-29k là có ngay một ly trà đầy,ngọt ngào hương vị trái cây với màu sắc thì trẻ trung tươi mát. Chỉ có điều quán không quá rộng nhưng ưu điểm biết cách bài trí sắp xếp nên khá hài hòa,với màu tường chủ đạo màu trắng rất tinh tế.Nhìn chung khá ổn.",0,0,0,5,0,0
"Dịch sai ngữ pháp. Quảng cáo lâu làm ng xem thường hay vào muộn gây khó chịu, chắn tầm nhìn. Ý thức không ra cái gì, gác chân lên ghế người phía trước. Phim R16 R18 (điển hình Deadpool) vẫn cho U10 vào xem :) chả hiểu gắn mác làm cmj vậy? :) nhưng được cái nhân viên thân thiện.
",1,0,0,0,0,0
Đông đúng phục vụ quá chán hệ thống quản lí quá kém hay thế nào ấy,0,0,0,1,0,0
Trung tâm mua sắm tiêu chuẩn với các thương hiệu lớn Zara và khoảng cách vv. . . giá tương tự như U. K .. . không có gì tuyệt vời khi một rạp chiếu phim trên tầng cao nhất chiếu những bộ phim Hollywood bằng tiếng Anh và vé rất rẻ. . . nơi tốt nếu bạn muốn ăn và một chút mua sắm thoát khỏi những rắc rối và sức nóng của thị trường,0,0,0,0,0,4
Đồ ăn tươi ngon và giá thì rất bình dân,0,0,0,5,0,0
"Dịch vụ thật tồi tệ - đồ ăn và thức uống bị đổ trên bàn, sàn nhà kinh tởm cũng như nhà vệ sinh, tuy nhiên đồ ăn rất ngon và đáng đồng tiền bát gạo!",1,0,0,4,0,0
dịch vụ cho thuê xe máy tốt nhất mình từng thuê ở quy nhơn dịch vụ cho thuê xe máy của a hoai bảo này rất chuyên nghiệp vừa mới gọi điện thì 10 phút sau xe đã có mặt hợp đồng cho thuê xe k rườm rà nhanh gọn nhân viên và a chủ rất dễ thương tư vấn nhiệt tình,0,0,0,0,5,0
"Tác phong nhân viên tạm được, các line tính tiền chả hiểu sao lại không chịu mở ra nhiều nhiều chút.",0,0,4,0,0,0
"Nằm giữa đường lê duẩn sau lung siêu thị copmart là quán cà phê Milano , quán rộng rãi không gian đẹp trang trọng lúc nào cũng đông vui. Nụ cười nhiệt tình của bạn nhân viên, không khí nói chuyện vui vẻ của nhóm bạn trẻ, hay là một chút suy tư của cô chú lớn tuổi. Ngồi nhâm nhi ly cà phê nguyên chất thơm ngon mỗi người một suy nghĩ tâm trạng khác nhau. Quán khá nổi tiếng ở quy nhơn... phòng máy lạnh nhưng đầy khói thuốc lá!!😍👌😉❤️🌺🌼 có bãi đậu xe rộng rãi là nơi tuyệt vời để bạn tiếp chuyện với đôi  tác
",0,0,0,4,0,0
"Đây là lần đầu tiên cảm thấy rất khó chịu khi đến CGV xem phim, rất k hài lòng vì nhân viên bán vé, hỏi và chốt 1 cách dồn dập, nước thì k cho chọn loại nước, k hỏi KH có thẻ thành viên hay k, k có nhân viên trực phòng rạp, tự đi vô tự kiếm chổ ngồi. 😤",1,0,0,0,0,0
"Gia đình mình ở FLC và tìm thấy quán này trên trip. Quán có xe đưa đón khách miễn phí ở FLC rất tiện lợi. 
Vị trí quán ở ngày cạnh địa điểm du lịch Eo gió, có thể kết đón hoàng hôn ở Eo gió và xuống ăn tối luôn.",5,0,0,0,0,0
"Thấy tạm bợ quá mà gọi là Văn Phòng gì ? Hãng xe thì phục vụ tốt, đi, về, đón trả khách đúng giờ, chỉ thấy cái văn phòng đại diện hơi bị tệ
",0,0,0,0,3,0
"Quán này mới mở mà đông kinh khủng , có bữa đi mới 8h30 mà hết đồ ăn , còn có lúc tới thì full bàn , phải đi lần thứ 3 mới được ăn . Menu ở đây khá đa dạng . Có nhiều món hồi giờ chưa được ăn như lẩu chả cá , mình rất thích món này , nước dùng ngọt thanh bỏ thêm mì gói vô ăn khá hợp , chả cá kiểu hàn quốc dai nhưng ít nghe mùi cá :)) . Các món còn lại khá ổn . Giá cả cũng phải chăng , có combo 99k 2 người ăn cũng chất lượng lắm . Mấy tín đồ hàn xẻng phải tới đây thử cho biết đi :))",0,0,0,5,0,0
"Nhân viên ở quầy thanh toán rất chán, khách cần thêm thông tin về món hàng thì thái độ rất khó chịu mặc dù khách hàng đã hỏi một cách rất nhẹ nhàng và lịch sự. Mặt nhân viên muốn quát vào mặt khách, mặt rất cau có. Nhân viên tên: Lê Thị Thuận ở quầy thanh toán",0,0,0,0,0,1
"Được dịp đi quy nhơn nên tụ tập quán này. quán nằm ở trung tâm vị trí khá là dễ tìm, gần gần quán cơm nhà 1989, đi ăn cơm rồi đi uống trà sữa thì quá tiện luôn. mình gọi cafe, còn bạn gọi trà sữa. ở đây có điểm tâm mì ý, pizza, bò bít tết, thêm mấy món trà váng sữa với quy nhơn thì quán cafe này có thể xem là quán khá to, rộng và đẹp ở đây nhân viên cũng thân thiện",0,0,0,5,0,0
"Quán này mở cũng được lâu rồi Không gian quán nhỏ nhỏ xinh xinh , deco nhìn trông đẹp mát . Không khí khá mát mẻ , rộng rãi Nhân viên phục vụ dễ thương , nhiệt tình và rất dễ chịu với khách Menu quán đa dạng các loại đồ uống và giá cả cũng khá rẻ so với mặt bằng thành phố Đi buổi tối thì quán lên đèn nhìn sẽ đẹp và lung linh hơn buổi sáng . Mình thích uống mấy loại đồ uống đá xay ở đây vì deco món khá đẹp , hương vị ngọt dịu , khá ngon 👍 Sẽ tiếp tục đến để trải nghiệm các món khác",0,0,0,5,0,0
"Phòng hơi cũ,được cái rộng rãi,gần trung tâm",0,4,0,0,0,0
"Một loạt các món ăn Việt tuyệt vời, được nấu chín hoàn hảo. Chúng tôi hoàn toàn yêu thích thức ăn ở đây và đó là một 
trong những điều tốt nhất mà chúng tôi có trong kỳ nghỉ của mình. Các nhân viên được chu đáo và dịch vụ là tốt với nhân viên sẵn sàng giải thích bất kỳ món ăn cho bạn nếu bạn không chắc chắn. Họ cũng có một phần thực phẩm phương Tây nhưng chúng tôi không thử bất cứ thứ gì từ thực đơn đó vì món ăn Việt Nam rất ngon. Bạn cũng có thể muốn thử cocktail ""Collins"" của họ mà tôi không thể có đủ. Nếu bạn không quan tâm đến sức nóng và ngồi bên ngoài, bạn sẽ được thưởng thức một số cảnh biển tuyệt đẹp, và sau bữa tối bạn có thể leo lên bậc bục nhỏ để ngắm nhìn toàn cảnh đại dương trong khi ngồi trên túi đậu và nhấm nháp ly cocktail yêu thích của bạn. Rất khuyên bạn nên nhà hàng này.",5,0,5,5,0,0
"Thực sự rất thích bữa ăn của chúng tôi ở đây. Có chút ít phong phú nhưng vẫn rất hợp lý so với những nơi khác nhưng chúng tôi đã tổ chức sinh nhật của mình. Buổi sáng vinh quang là tuyệt vời, cà chua đậu hũ tuyệt vời. Súp cá súp n ngọt vào điểm, và gà rán với hoa chuối rán rất ngon. Sẽ trở lại",0,0,5,5,0,0
"Đông này ở Quy Nhơn này khá là lạnh, do nằm ngay gần biển nên tối đến là lạnh buốt à. Hôm đó tôi lòng vòng dạo, lạnh quá nên quyết định bắt gặp quán nào thì nhảy vào quán đó. Rồi quyết định vào quán này xem như thế nào, ở quán này rất là hay có cả nước và bánh ngọt. Nói chung giá ở đây nó hơi cao nên lúc mình thử bánh xong ra hơi bị méo mặt, đều mình nghỉ bánh với trà sữa ngon vậy thì giá cao cũng là chuyện thường. Nhân viên ở đây khá là dễ thương. oder cũng nhannh lắm nhé.",0,0,0,4,0,0
"Khu vui chơi giải trí với nhiều trò chơi thú vị thích hợp để đi chơi theo nhóm hoặc với gia đình: leo núi, bắn cung, đấu trường bò tót, đu dây, trò chơi dưới nước, khu trò chơi cho trẻ em... Cảnh quan cũng rất đẹp, nhiều chỗ để chụp hình sống ảo
",4,0,0,0,0,0
"Quán view đẹp, có cả không gian nhẹ nhàng phía bên trong ngồi nghe nhạc và nhộn nhịp cho ai muốn ngồi phía ngoài ngắm xe cộ, đường phố 😋😋😋 Đồ uống thì bao ngon mà quan trọng là siêu rẻ luôn các bác... 🍸🍹🍦🍵🍶🍷",0,0,0,5,0,0
"Ở đây thì khỏi nói về độ sang chảnh rồi. Nhưng mà chắc chắn chất lượng đi đôi với giá tiền luôn. Trên booking xem giá phòng mà thấy dc rate tận 9.6 điểm. Nói vậy là biết rồi ó. Book đi liền thì k nên vì phòng cận ngày đắt lắm phải trên 5tr cơ. book sớm chút là ok. phòng đơn mình không biết chứ phòng đôi mình book trước 2-3 tháng tầm 2-3tr đó, đã bao gồm bữa sáng luôn nha. nói chung có tiền đi du lịch hưởng thụ ở đây thích lắm :( cái bể bơi max sang chảnh và sạch sẽ. đồ ăn cũng ngon nữa
",0,5,0,5,0,0
"Cơ sở hạ tầng sơ khai, thái độ nhân viên tốt
",0,0,0,0,3,0
"Sân bay nội địa chỉn chu. Vì nhỏ nên xếp hàng nhanh chóng, thủ tục nhanh gọn. Chắc vì sân bay mới xây gần đây nên học hỏi kinh nghiệm, kiến trúc xây dựng đẹp và tiện nghi. Điểm trừ duy nhất là chỉ có 1 phòng chờ thương gia, phòng chờ không bán vé cho khách lẻ
",0,0,0,0,4,0
"Đây là lần đầu tiên chúng tôi đến thành phố Hồ Chí Minh. Chúng tôi hơi lo lắng nhưng vui mừng vì mục đích của chúng tôi ở đó là
 tìm kiếm thức ăn ngon. Khi đến sân bay Tân Sơn Nhất, chúng tôi không biết phải ra hướng nào để gặp tài xế. Chúng tôi lo lắng rằng tài xế của chúng tôi có thể nghĩ rằng chúng tôi đã không đến hoặc hủy chuyến đi của mình. Chúng tôi quên hỏi người lái xe tên của anh ta. Anh ấy rất kiên nhẫn đón chúng tôi với một nụ cười thật tươi. Muốn giới thiệu công ty này, đặc biệt là trình điều khiển này 👍",5,0,0,0,0,0
"Nhân viên ở đây rất nhiệt tình, chuyên nghiệp, khách sạn sạch sẽ, bữa sáng đa dạng, phong phú.",0,5,0,0,0,0
Nhà sách nay bị thu hẹp đi rất nhiều so với trước vì bên cạnh là của hàng xe máy yamaha  mở rộng cửa hàng thuê phần đất của nhà sách. Nên vì thế nhà sách bán đồ cũng ít hơn trước. Không còn đông vui nhộn nhiệp tấp nập như trước đây,0,0,0,0,0,3
Cần có sự bàn giao rõ ràng thông tin khách giữa nhân viên sale và nhân viên lễ tân để tránh trường hợp phụ thu không đáng có cho khách hàng.,0,2,0,0,0,0
"Một số người nói với tôi rằng nếu bạn trả tiền cho tài xế bằng đồng hồ, rất có thể anh ta sẽ RIP bạn vì bạn không biết khu vực đó; 
họ sẽ lái xe trên tuyến đường dài hơn vì họ có thể nói với bạn là người nước ngoài. Dù sao, tôi đã cố gắng hỏi họ một mức giá cố định ngay từ đầu và đưa cho họ địa chỉ, và trên tất cả BA lần riêng biệt với các tài xế khác nhau, cả ba người trong số họ đã tính cho tôi BỐN THỜI GIAN nhiều hơn tôi cần phải trả.",0,0,0,0,2,0
"Review cửa hàng cho thuê xe máy Quy Nhơn Hoài Bảo - Xe mới, đời mới, chạy tốt, êm và tiết kiệm xăng - Giao xe nhanh, thái độ phục vụ ân cần, tư vấn cho khách rất kỹ lưỡng. - Giá thuê xe số là 120k/ ngày , xe ga là 150k/ ngày. Tụi mình thuê 2 xe 3 ngày được giảm giá 10%. - Giao xe tận nơi và đến tận nơi lấy xe khi bọn mình trả, lúc trả xe có nhờ anh mua giúp ít đặc sản về làm quà anh chủ cũng rất vui vẻ nhiệt tình giúp đỡ. - Xứng đáng 5 sao và rất hài lòng khi sử dụng dịch vụ thuê xe máy tại đây",0,0,0,0,5,0
Tôi đã sử dụng dịch vụ này 3 lần và họ luôn đến đúng giờ và rất sẵn sàng với những thay đổi. Dịch vụ tuyệt vời! sẽ sử dụng chúng một lần nữa.,0,0,0,0,5,0
"Món ăn ngon, đậm đà, giá cả phải chăng, phục vụ chu đáo, nhiệt tình",0,0,0,5,0,0
"Hôm nay Noel quay lại đây nè ^^ mì xào bò ngon đậm đà ~ khoai tây chiên vừa miệngg, không gian đẹp thoải mái nữa ❤️nhưng quên không chụp ảnh rồi",0,0,0,5,0,0
Chỗ nghĩ quá tuyệt vời. Lần sau sẽ tiếp tục đến đây,0,5,0,0,0,0
Nói chung cho 5 sao vì dịch vụ tốt. Nên lựa chọn chon chuyến đi của bạn,0,0,0,0,0,0
Đây là một trung tâm mua sắm lớn với các thương hiệu nổi tiếng.,0,0,0,0,0,2
"Ghềnh ráng Tiên sa có mộ nhà thờ Hàn Mặc Tử, bãi tắm Hoàng Hậu, cách trung tâm thành phố 3km. Nhóm 5-8 người nên thuê xe điện đi cho thoáng mát và tiết kiệm chi phí giá 25k/1km, thu vé vào cổng 20k/xe. Bãi tắm thì chỉ chụp ảnh được thôi nhé, không tắm được đâu các bạn. Nhà hàng hoàng hậu lúc mình đi chỉ bán đồ uống thôi, ko bán đồ ăn nha, nên phải quay lại thành phố để ăn trưa.",5,0,0,0,0,0
"Nhiều shop quần áo đồng hồ thời trang. đặc biệt có nhiều nhà hàng lẩu, phù hợp cho nhóm bạn bè. công ty đồng nghiệp ăn uống , Nên đi đến đây khi bạn cần tìm 1 Mall lớn có đầy đủ tiện nghi tại đây.",4,0,0,0,0,0
"Cung cấp hải sản khô: mực, tôm, cá khô, hải sản một nắng, các loại bánh kẹo đặc sản Bình Định",0,0,0,0,0,5
"Quán ăn ngon, bình dân, giá hợp lý, nhân viên thân thiện, kề bên ngay cổng vào Eo Gió và Tịnh thất, chỉ quán cho gửi xe để vào tham quan luôn",5,0,0,5,0,0
"Mình order sửa tươi trân châu đường đen, sữa béo ngon, nhưng hơi ngọt, trân châu rất mềm và thơm. Nên làm.ít ngọt 1 chút sẽ ngon và đỡ ngán hơn, KG quán rộng rãi, dễ thương, thích hợp cho sv, giá tiền cũng rẻ nửa. Có ăn thêm mấy cái bánh su kem, nhân kem rất ngon và béo, ko như những loại bánh su thường đâu.",0,0,0,4,0,0
"Địa điểm gần trung tâm thành phố, đi bộ ra biển dễ dàng",0,5,0,0,0,0
Nhân viên luôn vui vẻ chào đón khách.,0,4,0,0,0,0
"Nhỏ đẹp và mát mẻ, không khí trong lành.
",0,0,0,0,4,0
"Quay lại quán sau nhiều năm thấy quán đông khách hơn trước rất nhiều , nhân viên nhanh nhẹn hơn - Mình ăn không nhiều món do ít người nhưng cảm nhận không còn ngon như những ngày đầu nhưng vẫn ok , chỉ là không đến nổi phải cần ghé khi đến Quy nhơn",0,0,0,3,0,0
"Quán có chỗ trong nhà và ngồi vỉa hè nữa nhưng mình thích ngội vỉa hè hơn do nó thoáng mát. Cái lần cuối mình tới quán là có chú nhân viên dễ thương, ngồi nói chuyện nhiệt tình với bọn mình lắm. Sẽ ghé lại !!! ^^",0,0,0,5,0,0
Không biết đồ ăn ở đây ngon đến mức nào nhưng cách phục vụ thì k thể mê được! Bạn quản lý nói quán đông nên khách bắc vào đây ăn có khi phải đặt trước cả năm chứ đặt bàn từ sáng đến tối đến k có chỗ chắc với bạn ấy là chuyện BÌNH THƯỜNG???? Thế nên các bạn khách Bắc vào đây nhớ book vé thì book luôn chỗ ăn ở quan Cơm niêu hoành tráng này nhé! Xin lỗi quán chứ bực ntn thì KHÔNG BAO GIỜ quay lại lần nữa được!,0,0,0,1,0,0
"Nhân viên dễ thương, xinh xắn nhiệt tình
Tư vấn chu đáo, nhẹ nhàng.",0,0,0,0,0,5
"Spa chất lượng và nhiệt tình.
Nhân viên nhiệt tình, chuyên nghiệp.
Trải nghiệm tuyệt vời khi đến Quy Nhơn.",5,0,0,0,0,0
"Địa điểm: Quán nằm ở góc toà nhà An Phú Thịnh, mặt Tăng Bạt Hổ nên khá dễ tìm. Không gian: quán có 2 không gian, trong nhà và ngoài sân. Trang trí khá dễ thương, màu sắc. Buổi tối lên đèn nhìn lung linh luôn Giá cả: Nuớc uống giá tầm 20-40k. Quán không có nhiều món lạ, nhưng pha chế nhanh, vừa miệng Phục vụ: dễ thương. Mình ngồi tới 10h hơn là quán đóng cửa luôn, nhưng nhân viên vẫn khá niềm nở, ko tỏ ra cau có Nhóm mình đi 5 người, tổng thiệt hại là 138k .",0,0,0,5,0,0
"Hàng hóa đa dạng, phong phú, nhiều loại, tem mác đầy đủ, nhân viên nhanh nhẹn, chỉ là giá cao hơn so với các cửa hàng bán lẻ đặc sản khác, chắc do đây là siêu thị
",0,0,0,0,0,3
Sạch sẽ. Nhân viên nhiệt tình. Mình book sát ngày phòng rẻ nhất nhưng khi gọi cho ks lại đc up lên phòng xịn sò hơn có cả ban công và bồn tắm với mức giá quá rẻ so với mặt bằng chung ks ở khu đó. Đã vậy còn đc hỗ trợ nhận phòng sớm nữa. Ưng ý hết mức.,0,5,0,0,0,0
"View đẹp, sông nước trữ tình nên thơ, mỗi tội phí dịch vụ đắt, que kem bình thường 5k mà trên suối bán 25k
",4,0,0,0,0,2
"Mua thì nhanh, tiền lấy cũng nhanh nhưng dịch vụ khách hàng thì tệ. Máy lỗi k đổi cho khách. Tư vấn k kỹ càng. Chỉ đủ chỗ. Chờ hết thời gian đổi thì khách hàng chịu. Khách hàng rảnh lắm k có lỗi đi đổi làm j?
",0,0,0,0,0,2
"Mặc dù ban đầu có nghĩa là cho khách đi làm như khách du lịch, đây là một cách tuyệt vời tuyệt vời để có được trên mặt nước với giá rẻ.",4,0,0,0,4,0
"Quán này khá nhỏ nằm trên đường phan bội châu nha. Menu quán có quá chừng món luôn. nào là kem, gỏi. chè các loại nữa nha. Giá cả cũng khá rẻ Lần nào ghé quán cũng ăn bánh tráng tron. Gỏi khô bò ăn cũng tạm. Bánh flan ăn béo nha. Nói chung bữa nào ăn cơm no xong là qua đây ăn vừa nhanh, ngon rẻ :)",0,0,0,5,0,0
"Sạch sẽ, thuộc vụ rất tốt. Cảm ơn đã cho tôi một trải nghiệm tuyệt vời!",0,0,0,0,5,0
"Tham quan với bạn bè và tất cả chúng tôi đều rất hạnh phúc, chất lượng bánh pizza rất tốt với một cơ sở chua ngon và một lựa chọn bia đẹp quá. Đó là bánh pizza đầu tiên của tôi ở Việt Nam và rất vui.",0,0,0,5,0,0
"Hạ tầng bình thường,dịch vụ không tốt. Điểm cộng duy nhất lễ tân thân thiện ",0,3,0,0,0,0
"Sisters Tavern was Grade-A Italian. The owner has quite a lot of experience making pizza so they had pretty authentic recipes and taste. We ordered the truffle hunter pizza, arancini, and the cheeseburger with fried egg and bacon. They were all great dishes, but the arancini was top-notch. The owner and employees are all so friendly and welcoming- they made us feel right at home. Bonus: the beer was cheap and they have a cute little French bulldog that chills out in the restaurant! I definitely recommend stopping here in Quy Nhon if you’re craving a bit of Western food :)",0,0,0,5,0,0
"Mình đi 2 người, mua hết 1tr5 tiền hàng, lúc thanh toán mình có xin nhân viên thêm 1 cái bọc nilong để chia ra mà nhân viên không cho là không cho. Còn nói mình là quy định siêu thị hàng bao nhiêu bọc bấy nhiêu. Cái bọc chị to như cái bánh xe bò vậy. Chắc phải vô siêu thị mua thêm cái bọc để đựng đồ.",0,0,0,0,0,3
Tôi đã đặt hàng cho loại cà phê được đề xuất nhưng thấy nó khá đắt cho một tách nhỏ và đầy sữa đặc. Tôi thà tiêu nó ở cửa hàng ven đường.,0,0,0,3,0,0
"Siêu thị sạch đẹp và hàng hoá đa dạng, nhân viên phục vụ nhiệt tình, dễ thương.
",0,0,0,0,0,4
"Mỗi ​​lần đi siêu thị, tôi buộc phải để một chiếc túi mini ngoài quầy, một chiếc túi nhỏ để đựng điện thoại, ví tiền rất bất tiện. ",0,0,0,0,0,3
"Cực kì không hài lòng , Vinasun làm ăn vô cùng khó chịu. Gọi 4 cuộc , trừ tài xế đầu tiên tới nhưng rước nhầm không nói còn lại 2 tài xế khác nghe đường gần liền không tới, tài xế thứ 4 tới có người vào xe nhận ra rước nhầm cũng không nói gì với mình , quay xe chạy luôn. Mà từ bao giờ có vụ hỏi trước tuyến đường của khách rồi nhận chở hay k chở!!!!. 
Người ta bệnh đi đứng không thuận tiện nên phải ngồi xe taxi , dù đường gần nhưng người ta vẫn biết điều. 
Đoạn đường chạy tầm 20k trả luôn 50k , đối với cách phục vụ kiểu này thì tệ quá tệ , bất đắc dĩ mới phải như vậy nhưng kiểu này thì thôi bỏ đi , cực kì không hài lòng.",1,0,0,0,1,0
"Phòng cách âm k được tốt cho lắm, tiếng xả nước nhà vệ sinh phòng bên cạnh nghe rất rõ. Không biết sơ sót hay là khách sạn như vậy rồi nhưng tủ đồ phòng mình ở chỉ có duy nhất một cái móc treo đồ, k đủ treo cho những bộ khác",0,2,0,0,0,0
"Đây là lần đầu tiên cảm thấy rất khó chịu khi đến CGV xem phim, rất k hài lòng vì nhân viên bán vé, hỏi và chốt 1 cách dồn dập, nước thì k cho chọn loại nước, k hỏi KH có thẻ thành viên hay k, k có nhân viên trực phòng rạp, tự đi vô tự kiếm chổ ngồi. 😤",1,0,0,0,0,0
"Có điều nhân viên ngành hàng hoá mỹ phẩm đứng giữa lối đi nhổ tóc bạc cho nhau mà ko tránh đường cho khách. Nhân viên tiếp thị bấm đt mà ko lấy hàng cho khách. Mà phải để nhân viên tiếp thị hàng khác lấy dùm.
",0,0,0,0,0,2
"quán này mở lâu lắm rồi, chắc cũng phải gần 20 năm ấy chứ , quán bán 2 loại , 1 là lagu giò heo , 2 là lagu xương , xương thì rẻ hơn, mà mih vẫn thik ăn xương hơn cho khoi béo, còn co cả ớt trái ngâm nữa , bánh mì thì phết bơ thơm ơi la thơm, quán này nhỏ , nằm trong hẻm , mà đông khách cực kì",0,0,0,5,0,0
"Quán ồn ào, nước dỡ, phục vụ kém gọi quên lên quên xuống đợi mãi mới có nước uống. Lại còn cho khách dẫn chó lên sủa ôm sòm lấy ly trà ng uống cho chó uống ghê quá k dám vô lần 2",0,0,0,1,0,0
"Quán view đẹp, thoáng, mát mẻ, không gian đẹp. Trà đào li to uống bao ngon bao đã, có mấy miếng đào ăn đã miệng. Bánh thì bình thường không đặc sắc lắm. Nhân viên thì cực dễ thương, phục vụ tốt. Sẽ quay lại",0,0,0,5,0,0
"Có bãi đỗ ô tô miễn phí rộng rãi, sạch, gần biển thoáng mát, có quán nước, thức ăn bình dân, khu vui chơi cho trẻ. Đến vào buổi nào trong ngày cũng đều thích hợp.
",0,5,0,0,0,0
"Có không gian chụp hình, nhưng đồ uống hơi tệ, kèm theo là không có khu vực đi vệ sinh...¡¡
",0,0,0,2,0,0
"Các nhân viên đã thực sự thân thiện và chu đáo. Khi chúng tôi rời khỏi, toàn bộ nơi này đã lấp đầy chủ yếu với người dân địa phương, điều tuyệt vời để xem :)",0,0,4,0,0,0
"Dịch vụ này tương đối mới với chỉ 4 điểm dừng hiện đang mở. Quan điểm từ sông cho thấy một ý tưởng rất rõ ràng về cách Sài Gòn 
thay đổi bên ngoài trung tâm thành phố. Đặt chỗ là khuyến khích vì chỉ có 80 chỗ ngồi trên mỗi dịch vụ mà không chạy vào giữa ngày. Đáng lưu ý rằng du lịch miễn phí cho tất cả hành khách trên 65 tuổi. Giấy phép lái xe Úc sẽ được chấp nhận. Băng qua đường 6 làn xe đến bến tàu khởi đầu cũng là một trải nghiệm!",4,0,0,0,4,0
"Xin phép dùng hình này để tạm say goodbye với chuỗi ngày mệch mõi mà đ' thể quên đc ở Quy Nhơn trong chiến du lệch vơi cty vừa r ' mặc dù hình là của đợt đi QN lần trc ^^
Nếu ở LAB, mà mắc bệnh lười ra ngoài như tụi mình có thể đặt luôn bếp của LAB làm, cũng k mắc hơn bên ngoài là mấy, mà tiện, mà mún ăn lúc nào là đc ăn lúc đấy. Hai đứa gọi ghẹ, mực và ngao (tất cả đều hấp) để ăn. Ai nói tụi mình nhạt nhẽo thì cứ việc hén, vì mình vốn ăn nhạt thặc, và nếu ăn ba cái thể loại hải sản ngọt thịt dư này, tốt nhất là nên ăn càng đơn giản càng dễ nhận biết đc đồ có tươi hay k, có đáng đồng tiền mình bỏ ra hay k. Bởi vậy ngoài tươi ngon và đáng tiền ra, k có còn cm từ nào khác để diễn tả cái sự ưng ý về bữa trưa này",0,0,0,5,0,0
"Khách sạn Quy Nhơn gần biển Mira Eco Hotel là điểm nghỉ ngơi lí tưởng trong chuyến nghỉ dưỡng 5 ngày của tôi.
Khách sạn view biển với phòng sạch đẹp và phục vụ ân cần.",0,5,0,0,0,0
"Quán cũng có chỗ ngồi khá rộng rãi. Thấy đa số là học sinh tới ăn. Tụi mình order hai món là bánh mì lagu và phá lấu mì gói. Lagu ăn cũng được, có vị ngọt ngọt béo béo của nước dừa (giống kiểu ốc len xào dừa 😂). Phá lấu thì giống vị phá lấu của người Hoa chứ ko phải phá lấu hay ăn ở Sài Gòn nên ăn vị là lạ. Tụi mình có ăn thử sữa chua quán làm, cũng tàm tạm. Tổng thiệt hại là 42k. Nói chung cũng ổn cho một buổi ăn xế 😊",0,0,0,5,0,0
"Chấm 10đ cho Fleur Hotel Quy Nhơn
* Ưu điểm: KS đẹp, đối diện biển, buffet sáng ngon, nhân viên vô cùng ưng ý, thân thiện. Đặc biệt chị lễ tân Minh Hiếu rất đáng yêu.
* Điểm trừ nhỏ là cách âm phòng kém quá:(
",0,4,0,0,0,0
"Mình thấy giá này bằng giá ngoài hà nội, cũng 25k/c nhg bánh ngon, giòn rụm, ko bị ngấy mỡ, rau rất nhiều và tươi. Lưu ý là ở đây tính tiền bánh tráng riêng nha, 1k/phần bánh tráng nên hnay mình gọi thêm 1 phần bánh tráng mà tính tổng 53k đó @@ trà đá ở đây cũng free như bao hàng quán khác ở quy nhơn, phục vụ nhiệt tình",0,0,0,5,0,0
Chúng tôi tới quán thì thấy quán khá đông. Bánh xèo có 2 loại tôm và bò. Giá hơi cao so với mặt bằng.,0,0,3,3,0,0
"Một địa điểm không thể bỏ qua khi bạn đến thăm thành phố Hồ Chí Minh. Vị trí trung tâm, thiêt kế pháp đặc trưng, rât đẹp và giầu ý nghĩa lịch sử",0,5,0,0,0,0
"Tôi không cảm thấy bất tiện vì tôi có thể lên xe buýt, nhưng tôi có một hành lý lớn, vì vậy tôi bị tính thêm phí. Vẫn rẻ! nó được khuyến khích.",0,0,0,0,3,0
"Đây không phải là cách bạn tiến hành trong những trường hợp như vậy. Vì vậy, sai từ quan điểm dịch vụ khách hàng.",1,0,0,0,0,0
"Tại thời gian quá gấp để kịp chuyến bay nên mình chỉ kịp dùng 2 món là cua sốt singgapo và sườn nướng muối ớt. 1 phần cua chỉ 185k nhưng hương vị rất đậm đà, chấm thêm ít bánh mì vừa ngon mà vừa ấm bụng nữa. Phần sườn có vẻ hơi cay nhưng mà cũng rất ngon, hôm sau ít cay xí là vừa miệng.",0,0,0,4,0,0
