,Review,a0,a1,a2,a3,a4,a5
476,"Thức ăn ngon nhưng không thực sự nổi bật so với các món ăn Việt Nam khác. Thịt được tẩm ướp tốt và rau nấu chín kỹ, ít cay hơn nhiều so với những nơi địa phương. Tuy nhiên, các nhân viên đã vội vàng đưa chúng tôi qua bữa ăn, di chuyển thức ăn xung quanh bữa tiệc nướng mà chúng tôi có. Không ai có vẻ hạnh phúc thực sự làm giảm giọng điệu.",0,0,0,3,0,0
477,"Bún ăn rất dỡ, nước thị nguội ngắt, thịt thì mỡ không đã vậy còn chưa cạo sạch lông trên về mặt da heo nữa chơ  bàn ăn thì không có một đôi đũa phải chạy đi kiếm nói chung là trải nghiệm ăn uống tại siêu thị rất tệ 😥
",0,0,0,1,0,0
478,"Mình không có cảm tình với chỗ này lắm dù không gian trang trí được, có nhiều chương trình hoạt náo hơn Lotteria hay KFC,... Thức ăn giá ngang với các chỗ khác nhưng chất lượng không bằng. Kem cũng tệ hơn nhiều nữa.",0,0,0,3,0,0
479,"Thái độ nhân viên ở đây làm tôi không hài lòng, nhân viên  phục vụ không nhiệt tình. Đề nghị ban quản lí xem xét về thái độ của nhân viên đối với khách hàng",0,0,0,0,0,1
480,Nên chú ý chính xác về việc check in- out của khách để việc thanh toán nhanh chóng.,0,2,0,0,0,0
481,"Nói túm lại là bây giờ quán nổi tiếng nên đi ăn cũng thấy vất vả tranh chỗ xếp hàng, mà cũng chẳng phải xuất sắc so với mấy quán bình dân vỉa hè quanh đó. Hôm nào có khách hoặc nắng hoặc mưa ăn thì được. Chờ bao giờ quán hết độ hot thì vào ăn tiếp.",0,0,4,0,0,0
482,"Không gian nơi đây rộng lớn, thoải mái, khách đông lắm ^^ Nhân viên thân thiện Nước uống ở View hình như món nào cũng làm ngọt hết hay sao đó ta. Mình nói để ít ngọt mà uống thấy cũng vậy, nhất là cái món mojito dâu , bỏ đường nhiều quá , đem ly ra vẫn thấy đường nằm dưới đáy ly luôn í , mà uống quán này hơi bất tiện tí là bỏ xe ở dưới , rồi đi bộ lên trên tầng 3 mới tới quán , ai mà muốn ngắm thành phố tren cao thì leo them 1 tầng nữa , có hôm đi với cả đám bạn ở sài gòn về , chúng nó hỏi có quán nào thoáng view đẹp dẫn chúng nó đi ,đến nơi đứa nào cũng thở ành ạch 😅😂, mà buổi tối nhìn từ trên cao xuống thành phố đẹp thật , hôm đó đi 8 đứa , gồm 1 ly cà chua 28k, 2 mojito dâu 50k, 1soda đại dương xanh 28k, 1 sinh tố dừa 32k, 1 sinh tố dâu 32k, 1 cà phê sữa đá 19k, 1 trà xanh đá xay 34k . Tổng thiệt hại là 223k , rất đáng đồng tiền bát gạo 😅",0,0,0,3,0,0
483,"Quán không gian ấm cúng. Bàn hơi ít và to. Có phục vụ hất với nhau 8h tối hằng ngày, có ca sĩ hát. Chủ yếu dành cho người trung niên với dòng nhạc bolero, trữ tình. Nước uống giá rẻ, pha chấp nhận được.
",0,0,3,0,0,0
484,"Nhà mình đi xe minh trí cũ nhiều năm, còn mình mới đi vài lần vì thấy nhà mìn nói dịch vụ cũng đc. Đi 3 lần thì 2 lần đổi chuyến ko báo khách mà chỉ gọi đột ngột xong khách chưa kịp nghe máy thì bỏ chuyến luôn nói ko liên lạc dc với khách. Giá vé 450k ko hề rẻ, nhưng từ lái xe cho tới nhân viên trực đều luôn cau có quạo , ko hiểu được.
",0,0,0,0,3,0
485,"Hiu hiu mình có bạn làm ở Quy Nhơn nên đợt đến Quy Nhơn được dẫn đến đây ăn chứ trên mấy page review không thấy có nói 😆Mình thấy kiểu đúng toàn người địa phương đi ăn ở đây ý, mà phải đi sớm, tầm 9h sáng là hết rồi Bát bún khô, chan nước, rồi bẻ thêm ít bánh đa vào ăn hay hay í, mà nước khá cay nên nếu không ăn được cay thì vớt cái trộn bún thôi nha 😆 Có 18k/1 bát thôi ăn đã lắm :) bạn mình có đứa ăn 2 bát liền luôn. Ra bắc mà nhớ mấy món Quy Nhơn hoài à.",0,0,0,5,0,0
486,"Nếu bạn đã được vận chuyển ở đây từ một số nơi khác, bạn có thể sẽ không có ý tưởng những gì đất nước bạn đã được trong ít hơn nhiều như thế nào để tìm cách của bạn xung quanh. Nơi này rất lớn. Tôi đi ăn kem chủ yếu và tôi thực sự thích đi lang thang quanh các trung tâm mua sắm và chỉ quan sát các cửa hàng. Nơi này có tất cả những gì tôi nghĩ. Bạn cũng có thể nhìn thấy nó cho một khoảng cách khá để không có cơ hội để bỏ lỡ nó.",0,0,0,0,0,4
487,Mua gì cũng có. Giá cả hơi thất thường tùy theo người bán,0,0,0,0,0,3
488,"Giá thì hợp lí. Nhưng mà đôi khi không hài lòng cho lắm bởi sự phụ vụ chưa tốt lắm. Nhờ góp ý nhiều nên cũq đã thuyết phục được, thang máy đề nghị sửa chữa kĩ càng, tôi đã từng bị mắc kệt trong thang máy ở đó, cảm giác vô cùng hoang mang, nên tôi không yên tâm lắm khi đi thang máy từ chổ đường hầm để xe của trung tâm, nói chung thì ở đây cũng ổn giá hợp lí sinh viên nghèo thì cũng không phải ngại vì sợ đắt tiền, bởi ở đây giá hợp lí bắp với nước ta có thể mua combo mini nếu kinh tế của mình không cho phép, theo tôi đánh giá nơi này thì tôi cho 4 sao nếu lần sau tôi đi stralight đã khắc phục được thì quả thật đây là nơi rất đáng để tới. 😀😀😆",4,0,0,0,0,0
489,Thích hợp cho gia đình và nhóm bạn relax cuối tuần ... i like it ...,5,0,0,0,0,0
490,"Mình rất thích quán này bởi tối ngồi cafe ở phía ban công của tầng 2 tầng 3 thì có thể ngắm thành phố Quy Nhơn về đêm. Đường càu thang đi lên nằm ở 1 bên quán nên hơi khó thấy đương lên nhé! Quán có nhiều view khá đẹp, mìn thích ở đây quán thiết tòn là đen vàng nên chụp ảnh rất ảo! Nước ở đây khá ngon chấp nhận đc và giá cả cũng ổn có thể dành cho sinh viên. Điều mình hơi tiếc ở đây nhân viên phục vụ không được tốt lắm, thấy không được chuyên nghiệp! Quán nằm ngay gần quảng trường nên số lượng khách khá đông vào T7 CN. Có dịp mìn sẽ ghé quán lần nữa",0,0,0,4,0,0
491,"Nhân viên nhiệt tình, giày với quần áo VNXK chất lượng , sẽ dùng sản phẩm shop lâu dài",0,0,0,0,0,5
492,"Tuy đông nhưng phục vụ vẫn khá nhanh, chất lượng tạm ổn chứ không được xuất sắc, giá cao so với mặt bằng chung.",5,0,0,3,0,0
493,Những người thân thiện nhưng thực đơn rất khó hiểu. Bầu không khí bằng không.,0,0,0,2,0,0
494,"Mẫu mã vô cùng đa dạng và bắt mắt, giá cả hợp lí, phục vụ nhiệt tình, cho 10đ 😉
",0,0,0,0,0,5
495,Bánh xèo tôm nhảy tại miền trung không to như miền nam nhưng ngon và rất giòn ăn là không thể dừng lại. Một người phải ăn tầm 3 cái hơn mới đã.,0,0,0,5,0,0
496,"Dịch vụ tốt, lúc nào tôi tới Quy Nhơn tôi cũng thuê xe máy bên dịch vụ cho thuê xe máy quy nhơn Hoài Bảo. Xe tốt nhân viên nhiệt tình, tôi sẽ trở lại Quy",0,0,0,0,4,0
497,"Xem đánh giá thì cũng đã có bạn phàn nàn về thái độ phục vụ của nhân viên nhưng vẫn chưa khắc phục được. Nhân viên order không niềm nở, thái độ cư xử khá tệ.",0,0,0,1,0,0
498,"Nhà hàng nhật đầu tiên ở quy nhơn. Mình thấy đây là nhà hàng chế biến đồ ăn nước ngoài vị chuẩn nhất mình biết hihi. Quán nằm trên đường diên hồng, bên cạnh cà phê sky và với màu đỏ nổi bật nên rất dễ tìm. Menu ở đây toàn những món đặc trưng cho sứ sở hoa anh đào, shushi, sashimi, cá hồi, mì udon ... đồ ăn khá vừa miệng, ăn hợp khẩu vị, nhà hàng sang trọng, phục vụ nhanh nhẹn, dễ thương. Mới vô là được chào đón nồng nhiệt luôn ^^ . Giá cả cũng khá hợp lí so với chất lượng và dịch vụ .",0,0,5,5,0,0
499,Một nơi khá tốt để có hải sản và các món ăn địa phương của Việt Nam với giá cả hợp lý. Tôi sẽ đề nghị đi ăn các món hải sản phổ biến hơn để sản phẩm tươi hơn.,0,0,0,4,0,0
500,"Quán này mới mở cuối năm 2017, nhưng làm mưa làm gió với món kem tuyết rồi, cơ mà kem tuyết thì giá hơi chát. Những 55k một phần,có hơi đắt thật nhưng công nhận là ngon hết sẩy, nên mình ham uống trà trái cây ở đây hơn, giá mềm hơn, chỉ tầm 27-29k là có ngay một ly trà đầy,ngọt ngào hương vị trái cây với màu sắc thì trẻ trung tươi mát. Chỉ có điều quán không quá rộng nhưng ưu điểm biết cách bài trí sắp xếp nên khá hài hòa,với màu tường chủ đạo màu trắng rất tinh tế.Nhìn chung khá ổn.",0,0,0,5,0,0
501,"Dịch sai ngữ pháp. Quảng cáo lâu làm ng xem thường hay vào muộn gây khó chịu, chắn tầm nhìn. Ý thức không ra cái gì, gác chân lên ghế người phía trước. Phim R16 R18 (điển hình Deadpool) vẫn cho U10 vào xem :) chả hiểu gắn mác làm cmj vậy? :) nhưng được cái nhân viên thân thiện.
",1,0,0,0,0,0
502,Đông đúng phục vụ quá chán hệ thống quản lí quá kém hay thế nào ấy,0,0,0,1,0,0
503,Trung tâm mua sắm tiêu chuẩn với các thương hiệu lớn Zara và khoảng cách vv. . . giá tương tự như U. K .. . không có gì tuyệt vời khi một rạp chiếu phim trên tầng cao nhất chiếu những bộ phim Hollywood bằng tiếng Anh và vé rất rẻ. . . nơi tốt nếu bạn muốn ăn và một chút mua sắm thoát khỏi những rắc rối và sức nóng của thị trường,0,0,0,0,0,4
504,Đồ ăn tươi ngon và giá thì rất bình dân,0,0,0,5,0,0
505,"Dịch vụ thật tồi tệ - đồ ăn và thức uống bị đổ trên bàn, sàn nhà kinh tởm cũng như nhà vệ sinh, tuy nhiên đồ ăn rất ngon và đáng đồng tiền bát gạo!",1,0,0,4,0,0
506,dịch vụ cho thuê xe máy tốt nhất mình từng thuê ở quy nhơn dịch vụ cho thuê xe máy của a hoai bảo này rất chuyên nghiệp vừa mới gọi điện thì 10 phút sau xe đã có mặt hợp đồng cho thuê xe k rườm rà nhanh gọn nhân viên và a chủ rất dễ thương tư vấn nhiệt tình,0,0,0,0,5,0
507,"Tác phong nhân viên tạm được, các line tính tiền chả hiểu sao lại không chịu mở ra nhiều nhiều chút.",0,0,4,0,0,0
508,"Nằm giữa đường lê duẩn sau lung siêu thị copmart là quán cà phê Milano , quán rộng rãi không gian đẹp trang trọng lúc nào cũng đông vui. Nụ cười nhiệt tình của bạn nhân viên, không khí nói chuyện vui vẻ của nhóm bạn trẻ, hay là một chút suy tư của cô chú lớn tuổi. Ngồi nhâm nhi ly cà phê nguyên chất thơm ngon mỗi người một suy nghĩ tâm trạng khác nhau. Quán khá nổi tiếng ở quy nhơn... phòng máy lạnh nhưng đầy khói thuốc lá!!😍👌😉❤️🌺🌼 có bãi đậu xe rộng rãi là nơi tuyệt vời để bạn tiếp chuyện với đôi  tác
",0,0,0,4,0,0
509,"Đây là lần đầu tiên cảm thấy rất khó chịu khi đến CGV xem phim, rất k hài lòng vì nhân viên bán vé, hỏi và chốt 1 cách dồn dập, nước thì k cho chọn loại nước, k hỏi KH có thẻ thành viên hay k, k có nhân viên trực phòng rạp, tự đi vô tự kiếm chổ ngồi. 😤",1,0,0,0,0,0
510,"Gia đình mình ở FLC và tìm thấy quán này trên trip. Quán có xe đưa đón khách miễn phí ở FLC rất tiện lợi. 
Vị trí quán ở ngày cạnh địa điểm du lịch Eo gió, có thể kết đón hoàng hôn ở Eo gió và xuống ăn tối luôn.",5,0,0,0,0,0
511,"Thấy tạm bợ quá mà gọi là Văn Phòng gì ? Hãng xe thì phục vụ tốt, đi, về, đón trả khách đúng giờ, chỉ thấy cái văn phòng đại diện hơi bị tệ
",0,0,0,0,3,0
512,"Quán này mới mở mà đông kinh khủng , có bữa đi mới 8h30 mà hết đồ ăn , còn có lúc tới thì full bàn , phải đi lần thứ 3 mới được ăn . Menu ở đây khá đa dạng . Có nhiều món hồi giờ chưa được ăn như lẩu chả cá , mình rất thích món này , nước dùng ngọt thanh bỏ thêm mì gói vô ăn khá hợp , chả cá kiểu hàn quốc dai nhưng ít nghe mùi cá :)) . Các món còn lại khá ổn . Giá cả cũng phải chăng , có combo 99k 2 người ăn cũng chất lượng lắm . Mấy tín đồ hàn xẻng phải tới đây thử cho biết đi :))",0,0,0,5,0,0
513,"Nhân viên ở quầy thanh toán rất chán, khách cần thêm thông tin về món hàng thì thái độ rất khó chịu mặc dù khách hàng đã hỏi một cách rất nhẹ nhàng và lịch sự. Mặt nhân viên muốn quát vào mặt khách, mặt rất cau có. Nhân viên tên: Lê Thị Thuận ở quầy thanh toán",0,0,0,0,0,1
514,"Được dịp đi quy nhơn nên tụ tập quán này. quán nằm ở trung tâm vị trí khá là dễ tìm, gần gần quán cơm nhà 1989, đi ăn cơm rồi đi uống trà sữa thì quá tiện luôn. mình gọi cafe, còn bạn gọi trà sữa. ở đây có điểm tâm mì ý, pizza, bò bít tết, thêm mấy món trà váng sữa với quy nhơn thì quán cafe này có thể xem là quán khá to, rộng và đẹp ở đây nhân viên cũng thân thiện",0,0,0,5,0,0
515,"Quán này mở cũng được lâu rồi Không gian quán nhỏ nhỏ xinh xinh , deco nhìn trông đẹp mát . Không khí khá mát mẻ , rộng rãi Nhân viên phục vụ dễ thương , nhiệt tình và rất dễ chịu với khách Menu quán đa dạng các loại đồ uống và giá cả cũng khá rẻ so với mặt bằng thành phố Đi buổi tối thì quán lên đèn nhìn sẽ đẹp và lung linh hơn buổi sáng . Mình thích uống mấy loại đồ uống đá xay ở đây vì deco món khá đẹp , hương vị ngọt dịu , khá ngon 👍 Sẽ tiếp tục đến để trải nghiệm các món khác",0,0,0,5,0,0
516,"Phòng hơi cũ,được cái rộng rãi,gần trung tâm",0,4,0,0,0,0
517,"Một loạt các món ăn Việt tuyệt vời, được nấu chín hoàn hảo. Chúng tôi hoàn toàn yêu thích thức ăn ở đây và đó là một 
trong những điều tốt nhất mà chúng tôi có trong kỳ nghỉ của mình. Các nhân viên được chu đáo và dịch vụ là tốt với nhân viên sẵn sàng giải thích bất kỳ món ăn cho bạn nếu bạn không chắc chắn. Họ cũng có một phần thực phẩm phương Tây nhưng chúng tôi không thử bất cứ thứ gì từ thực đơn đó vì món ăn Việt Nam rất ngon. Bạn cũng có thể muốn thử cocktail ""Collins"" của họ mà tôi không thể có đủ. Nếu bạn không quan tâm đến sức nóng và ngồi bên ngoài, bạn sẽ được thưởng thức một số cảnh biển tuyệt đẹp, và sau bữa tối bạn có thể leo lên bậc bục nhỏ để ngắm nhìn toàn cảnh đại dương trong khi ngồi trên túi đậu và nhấm nháp ly cocktail yêu thích của bạn. Rất khuyên bạn nên nhà hàng này.",5,0,5,5,0,0
518,"Thực sự rất thích bữa ăn của chúng tôi ở đây. Có chút ít phong phú nhưng vẫn rất hợp lý so với những nơi khác nhưng chúng tôi đã tổ chức sinh nhật của mình. Buổi sáng vinh quang là tuyệt vời, cà chua đậu hũ tuyệt vời. Súp cá súp n ngọt vào điểm, và gà rán với hoa chuối rán rất ngon. Sẽ trở lại",0,0,5,5,0,0
519,"Đông này ở Quy Nhơn này khá là lạnh, do nằm ngay gần biển nên tối đến là lạnh buốt à. Hôm đó tôi lòng vòng dạo, lạnh quá nên quyết định bắt gặp quán nào thì nhảy vào quán đó. Rồi quyết định vào quán này xem như thế nào, ở quán này rất là hay có cả nước và bánh ngọt. Nói chung giá ở đây nó hơi cao nên lúc mình thử bánh xong ra hơi bị méo mặt, đều mình nghỉ bánh với trà sữa ngon vậy thì giá cao cũng là chuyện thường. Nhân viên ở đây khá là dễ thương. oder cũng nhannh lắm nhé.",0,0,0,4,0,0
520,"Khu vui chơi giải trí với nhiều trò chơi thú vị thích hợp để đi chơi theo nhóm hoặc với gia đình: leo núi, bắn cung, đấu trường bò tót, đu dây, trò chơi dưới nước, khu trò chơi cho trẻ em... Cảnh quan cũng rất đẹp, nhiều chỗ để chụp hình sống ảo
",4,0,0,0,0,0
521,"Quán view đẹp, có cả không gian nhẹ nhàng phía bên trong ngồi nghe nhạc và nhộn nhịp cho ai muốn ngồi phía ngoài ngắm xe cộ, đường phố 😋😋😋 Đồ uống thì bao ngon mà quan trọng là siêu rẻ luôn các bác... 🍸🍹🍦🍵🍶🍷",0,0,0,5,0,0
522,"Ở đây thì khỏi nói về độ sang chảnh rồi. Nhưng mà chắc chắn chất lượng đi đôi với giá tiền luôn. Trên booking xem giá phòng mà thấy dc rate tận 9.6 điểm. Nói vậy là biết rồi ó. Book đi liền thì k nên vì phòng cận ngày đắt lắm phải trên 5tr cơ. book sớm chút là ok. phòng đơn mình không biết chứ phòng đôi mình book trước 2-3 tháng tầm 2-3tr đó, đã bao gồm bữa sáng luôn nha. nói chung có tiền đi du lịch hưởng thụ ở đây thích lắm :( cái bể bơi max sang chảnh và sạch sẽ. đồ ăn cũng ngon nữa
",0,5,0,5,0,0
523,"Cơ sở hạ tầng sơ khai, thái độ nhân viên tốt
",0,0,0,0,3,0
524,"Sân bay nội địa chỉn chu. Vì nhỏ nên xếp hàng nhanh chóng, thủ tục nhanh gọn. Chắc vì sân bay mới xây gần đây nên học hỏi kinh nghiệm, kiến trúc xây dựng đẹp và tiện nghi. Điểm trừ duy nhất là chỉ có 1 phòng chờ thương gia, phòng chờ không bán vé cho khách lẻ
",0,0,0,0,4,0
525,"Đây là lần đầu tiên chúng tôi đến thành phố Hồ Chí Minh. Chúng tôi hơi lo lắng nhưng vui mừng vì mục đích của chúng tôi ở đó là
 tìm kiếm thức ăn ngon. Khi đến sân bay Tân Sơn Nhất, chúng tôi không biết phải ra hướng nào để gặp tài xế. Chúng tôi lo lắng rằng tài xế của chúng tôi có thể nghĩ rằng chúng tôi đã không đến hoặc hủy chuyến đi của mình. Chúng tôi quên hỏi người lái xe tên của anh ta. Anh ấy rất kiên nhẫn đón chúng tôi với một nụ cười thật tươi. Muốn giới thiệu công ty này, đặc biệt là trình điều khiển này 👍",5,0,0,0,0,0
526,"Nhân viên ở đây rất nhiệt tình, chuyên nghiệp, khách sạn sạch sẽ, bữa sáng đa dạng, phong phú.",0,5,0,0,0,0
527,Nhà sách nay bị thu hẹp đi rất nhiều so với trước vì bên cạnh là của hàng xe máy yamaha  mở rộng cửa hàng thuê phần đất của nhà sách. Nên vì thế nhà sách bán đồ cũng ít hơn trước. Không còn đông vui nhộn nhiệp tấp nập như trước đây,0,0,0,0,0,3
528,Cần có sự bàn giao rõ ràng thông tin khách giữa nhân viên sale và nhân viên lễ tân để tránh trường hợp phụ thu không đáng có cho khách hàng.,0,2,0,0,0,0
529,"Một số người nói với tôi rằng nếu bạn trả tiền cho tài xế bằng đồng hồ, rất có thể anh ta sẽ RIP bạn vì bạn không biết khu vực đó; 
họ sẽ lái xe trên tuyến đường dài hơn vì họ có thể nói với bạn là người nước ngoài. Dù sao, tôi đã cố gắng hỏi họ một mức giá cố định ngay từ đầu và đưa cho họ địa chỉ, và trên tất cả BA lần riêng biệt với các tài xế khác nhau, cả ba người trong số họ đã tính cho tôi BỐN THỜI GIAN nhiều hơn tôi cần phải trả.",0,0,0,0,2,0
530,"Review cửa hàng cho thuê xe máy Quy Nhơn Hoài Bảo - Xe mới, đời mới, chạy tốt, êm và tiết kiệm xăng - Giao xe nhanh, thái độ phục vụ ân cần, tư vấn cho khách rất kỹ lưỡng. - Giá thuê xe số là 120k/ ngày , xe ga là 150k/ ngày. Tụi mình thuê 2 xe 3 ngày được giảm giá 10%. - Giao xe tận nơi và đến tận nơi lấy xe khi bọn mình trả, lúc trả xe có nhờ anh mua giúp ít đặc sản về làm quà anh chủ cũng rất vui vẻ nhiệt tình giúp đỡ. - Xứng đáng 5 sao và rất hài lòng khi sử dụng dịch vụ thuê xe máy tại đây",0,0,0,0,5,0
531,Tôi đã sử dụng dịch vụ này 3 lần và họ luôn đến đúng giờ và rất sẵn sàng với những thay đổi. Dịch vụ tuyệt vời! sẽ sử dụng chúng một lần nữa.,0,0,0,0,5,0
532,"Món ăn ngon, đậm đà, giá cả phải chăng, phục vụ chu đáo, nhiệt tình",0,0,0,5,0,0
533,"Hôm nay Noel quay lại đây nè ^^ mì xào bò ngon đậm đà ~ khoai tây chiên vừa miệngg, không gian đẹp thoải mái nữa ❤️nhưng quên không chụp ảnh rồi",0,0,0,5,0,0
534,Chỗ nghĩ quá tuyệt vời. Lần sau sẽ tiếp tục đến đây,0,5,0,0,0,0
535,Nói chung cho 5 sao vì dịch vụ tốt. Nên lựa chọn chon chuyến đi của bạn,0,0,0,0,0,0
536,Đây là một trung tâm mua sắm lớn với các thương hiệu nổi tiếng.,0,0,0,0,0,2
537,"Ghềnh ráng Tiên sa có mộ nhà thờ Hàn Mặc Tử, bãi tắm Hoàng Hậu, cách trung tâm thành phố 3km. Nhóm 5-8 người nên thuê xe điện đi cho thoáng mát và tiết kiệm chi phí giá 25k/1km, thu vé vào cổng 20k/xe. Bãi tắm thì chỉ chụp ảnh được thôi nhé, không tắm được đâu các bạn. Nhà hàng hoàng hậu lúc mình đi chỉ bán đồ uống thôi, ko bán đồ ăn nha, nên phải quay lại thành phố để ăn trưa.",5,0,0,0,0,0
538,"Nhiều shop quần áo đồng hồ thời trang. đặc biệt có nhiều nhà hàng lẩu, phù hợp cho nhóm bạn bè. công ty đồng nghiệp ăn uống , Nên đi đến đây khi bạn cần tìm 1 Mall lớn có đầy đủ tiện nghi tại đây.",4,0,0,0,0,0
539,"Cung cấp hải sản khô: mực, tôm, cá khô, hải sản một nắng, các loại bánh kẹo đặc sản Bình Định",0,0,0,0,0,5
540,"Quán ăn ngon, bình dân, giá hợp lý, nhân viên thân thiện, kề bên ngay cổng vào Eo Gió và Tịnh thất, chỉ quán cho gửi xe để vào tham quan luôn",5,0,0,5,0,0
541,"Mình order sửa tươi trân châu đường đen, sữa béo ngon, nhưng hơi ngọt, trân châu rất mềm và thơm. Nên làm.ít ngọt 1 chút sẽ ngon và đỡ ngán hơn, KG quán rộng rãi, dễ thương, thích hợp cho sv, giá tiền cũng rẻ nửa. Có ăn thêm mấy cái bánh su kem, nhân kem rất ngon và béo, ko như những loại bánh su thường đâu.",0,0,0,4,0,0
542,"Địa điểm gần trung tâm thành phố, đi bộ ra biển dễ dàng",0,5,0,0,0,0
543,Nhân viên luôn vui vẻ chào đón khách.,0,4,0,0,0,0
544,"Nhỏ đẹp và mát mẻ, không khí trong lành.
",0,0,0,0,4,0
545,"Quay lại quán sau nhiều năm thấy quán đông khách hơn trước rất nhiều , nhân viên nhanh nhẹn hơn - Mình ăn không nhiều món do ít người nhưng cảm nhận không còn ngon như những ngày đầu nhưng vẫn ok , chỉ là không đến nổi phải cần ghé khi đến Quy nhơn",0,0,0,3,0,0
546,"Quán có chỗ trong nhà và ngồi vỉa hè nữa nhưng mình thích ngội vỉa hè hơn do nó thoáng mát. Cái lần cuối mình tới quán là có chú nhân viên dễ thương, ngồi nói chuyện nhiệt tình với bọn mình lắm. Sẽ ghé lại !!! ^^",0,0,0,5,0,0
547,Không biết đồ ăn ở đây ngon đến mức nào nhưng cách phục vụ thì k thể mê được! Bạn quản lý nói quán đông nên khách bắc vào đây ăn có khi phải đặt trước cả năm chứ đặt bàn từ sáng đến tối đến k có chỗ chắc với bạn ấy là chuyện BÌNH THƯỜNG???? Thế nên các bạn khách Bắc vào đây nhớ book vé thì book luôn chỗ ăn ở quan Cơm niêu hoành tráng này nhé! Xin lỗi quán chứ bực ntn thì KHÔNG BAO GIỜ quay lại lần nữa được!,0,0,0,1,0,0
548,"Nhân viên dễ thương, xinh xắn nhiệt tình
Tư vấn chu đáo, nhẹ nhàng.",0,0,0,0,0,5
549,"Spa chất lượng và nhiệt tình.
Nhân viên nhiệt tình, chuyên nghiệp.
Trải nghiệm tuyệt vời khi đến Quy Nhơn.",5,0,0,0,0,0
550,"Địa điểm: Quán nằm ở góc toà nhà An Phú Thịnh, mặt Tăng Bạt Hổ nên khá dễ tìm. Không gian: quán có 2 không gian, trong nhà và ngoài sân. Trang trí khá dễ thương, màu sắc. Buổi tối lên đèn nhìn lung linh luôn Giá cả: Nuớc uống giá tầm 20-40k. Quán không có nhiều món lạ, nhưng pha chế nhanh, vừa miệng Phục vụ: dễ thương. Mình ngồi tới 10h hơn là quán đóng cửa luôn, nhưng nhân viên vẫn khá niềm nở, ko tỏ ra cau có Nhóm mình đi 5 người, tổng thiệt hại là 138k .",0,0,0,5,0,0
551,"Hàng hóa đa dạng, phong phú, nhiều loại, tem mác đầy đủ, nhân viên nhanh nhẹn, chỉ là giá cao hơn so với các cửa hàng bán lẻ đặc sản khác, chắc do đây là siêu thị
",0,0,0,0,0,3
552,Sạch sẽ. Nhân viên nhiệt tình. Mình book sát ngày phòng rẻ nhất nhưng khi gọi cho ks lại đc up lên phòng xịn sò hơn có cả ban công và bồn tắm với mức giá quá rẻ so với mặt bằng chung ks ở khu đó. Đã vậy còn đc hỗ trợ nhận phòng sớm nữa. Ưng ý hết mức.,0,5,0,0,0,0
553,"View đẹp, sông nước trữ tình nên thơ, mỗi tội phí dịch vụ đắt, que kem bình thường 5k mà trên suối bán 25k
",4,0,0,0,0,2
554,"Mua thì nhanh, tiền lấy cũng nhanh nhưng dịch vụ khách hàng thì tệ. Máy lỗi k đổi cho khách. Tư vấn k kỹ càng. Chỉ đủ chỗ. Chờ hết thời gian đổi thì khách hàng chịu. Khách hàng rảnh lắm k có lỗi đi đổi làm j?
",0,0,0,0,0,2
555,"Mặc dù ban đầu có nghĩa là cho khách đi làm như khách du lịch, đây là một cách tuyệt vời tuyệt vời để có được trên mặt nước với giá rẻ.",4,0,0,0,4,0
556,"Quán này khá nhỏ nằm trên đường phan bội châu nha. Menu quán có quá chừng món luôn. nào là kem, gỏi. chè các loại nữa nha. Giá cả cũng khá rẻ Lần nào ghé quán cũng ăn bánh tráng tron. Gỏi khô bò ăn cũng tạm. Bánh flan ăn béo nha. Nói chung bữa nào ăn cơm no xong là qua đây ăn vừa nhanh, ngon rẻ :)",0,0,0,5,0,0
557,"Sạch sẽ, thuộc vụ rất tốt. Cảm ơn đã cho tôi một trải nghiệm tuyệt vời!",0,0,0,0,5,0
558,"Tham quan với bạn bè và tất cả chúng tôi đều rất hạnh phúc, chất lượng bánh pizza rất tốt với một cơ sở chua ngon và một lựa chọn bia đẹp quá. Đó là bánh pizza đầu tiên của tôi ở Việt Nam và rất vui.",0,0,0,5,0,0
559,"Hạ tầng bình thường,dịch vụ không tốt. Điểm cộng duy nhất lễ tân thân thiện ",0,3,0,0,0,0
560,"Sisters Tavern was Grade-A Italian. The owner has quite a lot of experience making pizza so they had pretty authentic recipes and taste. We ordered the truffle hunter pizza, arancini, and the cheeseburger with fried egg and bacon. They were all great dishes, but the arancini was top-notch. The owner and employees are all so friendly and welcoming- they made us feel right at home. Bonus: the beer was cheap and they have a cute little French bulldog that chills out in the restaurant! I definitely recommend stopping here in Quy Nhon if you’re craving a bit of Western food :)",0,0,0,5,0,0
561,"Mình đi 2 người, mua hết 1tr5 tiền hàng, lúc thanh toán mình có xin nhân viên thêm 1 cái bọc nilong để chia ra mà nhân viên không cho là không cho. Còn nói mình là quy định siêu thị hàng bao nhiêu bọc bấy nhiêu. Cái bọc chị to như cái bánh xe bò vậy. Chắc phải vô siêu thị mua thêm cái bọc để đựng đồ.",0,0,0,0,0,3
562,Tôi đã đặt hàng cho loại cà phê được đề xuất nhưng thấy nó khá đắt cho một tách nhỏ và đầy sữa đặc. Tôi thà tiêu nó ở cửa hàng ven đường.,0,0,0,3,0,0
563,"Siêu thị sạch đẹp và hàng hoá đa dạng, nhân viên phục vụ nhiệt tình, dễ thương.
",0,0,0,0,0,4
