,Review,du_lich
125,"Quán ngay gần chỗ khách sạn mình ở nên cũng tò mò ghé vào coi sao, lúc ý mới biết là ngoài quán đồ uống bình thường thì đây còn là nơi nghỉ trọ. Tiếc là không thuê trọ nên không biết phòng ốc ra sao.
Đến đây mấy lần thì thấy buổi tối không gian ấm cúng, nhạc rất hay (đa phần bật The Beatles), nhiều khách hàng (chủ yếu là người nước ngoài), có nhiều trò chơi cho khách (phi tiêu, rút gỗ, ..v..v...), quán đóng cửa khá muộn.
Buổi sáng thì có vẻ quán mở cửa muộn, 9h tới thì nhân viên vẫn chưa dọn dẹp xong, đồ từ tối qua vẫn còn nhiều thứ chưa dọn hết, bàn ghế xô lệch từa lưa.
Về đồ uống thì không ngon không dở, uống được nhưng không ấn tượng gì nhiều.",4
126,"Giá phòng dorm ok, sạch sẽ. Có vẻ như ko niềm nở với người VN như mình cho lắm vì chỗ này toàn đón khách nước ngoài là chính. Chưa thử nước tại đây, nghe nói happy hour có free beer :)",4
127,"Mình gọi một ly trái cây tổng hợp, trải nghiệm không tốt lắm, khi uống vào mình cảm tưởng sắp bị hóc, vì xay chưa kĩ.
Tuy nhiên, các bạn nhân viên rất thân thiện, nên mình nói chuyện quên mất cái đồ uống. 
Không gian ẩm cũng, dễ chịu.
Mong quán cải thiện đồ uống và phát huy dịch vụ.",4
128,"Về phòng: có 2 loại phòng ở đây, phòng đôi: 15$, phòng dorm: 6$/người. Mình ở lại 2 đêm ở cả 2 loại phòng. Phòng sạch, đẹp, ngủ lại rất thoải mái
Về nhân viên: cực kỳ lịch sự và thân thiện, nếu k biết chỗ ăn hay chơi ở QN bạn có thể hỏi họ và sẽ đc chỉ dẫn nhiệt tình
Về đồ uống: mình đã thử uống coconut coffee và peach tea ở đây. Rất ngon nhé, vị ngon, ngọt vừa phải. Giá đồ uống cũng rất ok, có thể gọi là khá rẻ.
P/s: mình thấy quán chủ yếu là khách nước ngoài đến nên rất thuận lợi cho các bạn đến nhâm nhi và nâng cao trình độ giao tiếp tiếng Anh đấy ^^",5
129,"Phòng ốc rộng rãi, sang trọng, dịch vụ tận tâm, có view biển thơ mộng. Không rõ nó là 3 sao hay 4 sao nhưng chất lượng vượt trội hơn hẳn sao đó luôn :))))",4
130,"Nghe bảo khách sạn chỗ này sang trọng mà lại hút khách lắm nên cũng đến đây thuê phòng thử. Công nhận chỗ này đông khách thật, lúc mình đến thuê phòng thì chỉ còn duy nhất một phòng trống thôi. Không gian thì sang trọng, lịch sự, mát mẻ. Phục vụ thân thiện vui vẻ mà lại còn tận tình nữa. Vị trí của khách sạn thì đẹp miễn bàn, đối diện biển nên rất thoáng mát. view nhìn từ phòng mình ra biển rất đã mắt. Phòng ốc sạch sẽ, gọn gàng thơm tho. Hội trường ở đây cũng bự và mát nữa. Mấy cô tiếp tân phục vụ thì mình thấy hơi thiếu nhiệt tình.",4
131,"Nghỉ ở khách sạn thì buổi sáng mỗi người được 1 phần buffet sáng ở tầng trệt.
Không gian rộng rãi, thức ăn bày trí thoáng, cặp sát tường và uốn vòng giữa sảnh nên dễ lựa chọn. Xem ra tương đối nhiều món, các món thiên về ẩm thực Việt nhiều, có cả bánh chưng, cháo cá - chà bông,  cơm tấm...
Thường thì buffet sáng chế biến các món ăn đơn giản nên k để lại ấn tượng j với mình.
Nhân viên dọn dẹp lẹ quá, hễ đi lấy đồ ăn xíu quay lại là muỗng nĩa dẹp hết trơn.",4
132,"Lịch trình ngày đầu đi tour mình được sắp xếp nghỉ qua đêm ở khách sạn 4 sao này.
Không gian ngay sảnh rộng lớn và sang trọng. Phòng ốc rộng rãi, trang thiết bị đầy đủ, view nhìn thấy được biển xa xa. Có phòng gym mini, hồ bơi ở tầng trệt.
Nhân viên ks nhìn thấy khách cười thân thiện. Wifi phủ rộng quanh ks mà k cần pass.
Mình cảm thấy ks này đúng là nơi nghỉ dưỡng lý tưởng.",4
133,"Tháp này nằm trong thành phố luôn nên đi khá tiện, vô thì chỉ có tháp này chụp hình thôi chứ không có gì khác, khá đông khách, kiếm chỗ chụp hơi cực hihi",4
134,"Vé vào cổng 10,000/ người
Giữ xe 2,000/xe 
Kgian nhiều cây xanh, chiều tới mát rượi, chỗ này có toà tháp đôi để tham quan chụp hình thôi chớ cũng k có hoạt động gì nhiều.",4
135,"-Vé vào cổng: 8k/người
-Không gian rộng rãi, xung quanh tháp nhiều cây xanh
-Đi chỉ có chụp ảnh và ngắm kiến trúc tháp, cũng không dám vào hẳn trong tháp, một là vì đi lúc chiều tối hơi sợ, hai là không có người hướng dẫn hay thuyết minh gì, cũng chỉ có một tấm biển giải thích rất sơ lược về tháp, mấy bài review trên mạng đọc còn hay hơn :))))
-Đối diện có quán ăn Anh Nhật Gia Viên khá nổi tiếng tham quan xong sang ăn tối luôn 
Tóm lại là: bình thường, đi một lần cho biết thôi",3
136,"Ngôi Tháp đôi cổ kính xuất hiện từ thời Chăm Pa hiện là một điểm du lịch ở thành phố Quy Nhơn, gởi xế 10k là bản có thể thỏa mái chụp hình, bên trong trồng nhiều cây xanh nên rất thoáng mát",4
137,"Tháp đôi- một tháp lớn và một tháp nhỏ mag phong cách nghệ thuật Khmer
Một công trình kiến trúc nghệ thuật độc đáo được xây dựng bằng đá, xếp tầng. Đã đến Quy Nhơn nhớ ghé xem kiến trúc tháp này nha, giá vé rẻ lắm nè, sẵn nghe lịch sử hình thành của cái tháp này luôn nha.
Đến đây, được thưởng thức nhiều tiết mục đặc sắc của người Chăm, bên trong tháp có cối đá xay bột gạo thời xưa, 3 mặt cả tháp có cửa nhưng đều xây kin hết.
Một nét văn hóa của ngươi Chăm, với hình tượng chim thần Ga-ru-đa, cách thành phố khoảng 3 km.
Nhớ đến thăm nha.",4
138,"Cầu Đôi liền với Tháp Đôi
Quanh năm quấn quýt như tôi với nàng
Tháp Đôi hay còn có tên là Tháp Hưng Thạnh. Tháp cấu trúc khá độc đáo, đặc biệt là kỹ thuật mài dũa, lắp ghép các tảng đá chồng khít lên nhau rất vững chắc.
Quanh tường phía ngoài, các góc và trên nóc tháp có nhiều bức phù điêu chạm khắc các hình tượng thần, chim, thú thần theo tín ngưỡng của người Chăm rất sinh động. Tháp Đôi một lớn một nhỏ đứng gần kề nhau như cặp vợ chồng quấn quít. vé vào cửa 8k/ người",4
139,"Bữa có ghé qua chỗ này tham quan, vé hình như là 10k 1 người thì phải, gửi xe ở ngoài rồi đi bộ vô. Cụm di tích này gồm 3 tháp, kiến trúc thì cũng giống như các tháp Chăm khác, chắc nó giống cái bánh ít nên có tên gọi dậy. Leo lên tới tháp gió thổi lộng lộng khá mát, view nhìn xuống cũng khá đẹp",4
140,"7k/ người. Rẻ, đáng đồng tiền. 
Hoang sơ và cổ kính nguyên vẹn. 
Đường đi lên tháp được đắp thành bậc thang cũng dễ đi, không mệt nên cố lên nhé. 
Tuy nhiên nếu đi 1 vô đây hơi sợ à, vắng tanh không người và cái cảm giác rong rêu này thì hơi lạnh sống lưng, nhưng rõ ràng lên hình cực đẹp. 
Không nên vào tháp chính, trong ấy toàn dơi nên bốc mùi hôi thối, và dễ ngạt khí gas đấy. Có hỏi anh giữ tháp, họ có đuổi nhưng dơi cứ đến nên để thế thôi. 
Đi xuống có đường khác nữa. 
Tuy các tháp kiểu dáng màu sắc tương tự nhau nhưng nếu biết tạo nhìu dáng thì nơi đây chụp ảnh lý tưởng lắm ý",4
141,"Hiện ở cụm tháp Bánh Ít có tháp chính, tháp mái và tháp cổng. Đường lên cụm tháp ở phía đông mà bắt đầu là tháp cổng, đằng sau tháp cổng là các tầng, các lớp những phế tích đổ nát, chếch về hướng đông - nam có một tháp gạch lớn như tháp cổng. Tháp cổng va tháp đông - nam này là hai kiến trúc hiện còn ở vòng ngoài hay tầng ngoài cùng của khu tháp Bánh Ít

Ngay đằng sau tháp cổng, trên nền tầng thứ nhất hiện còn dấu tích của một toà nhà chạy dọc theo hướng đông - tây và đối diện với ngọn tháp chính bên trên

Sau toà nhà dài là một lối tam cấp rất dốc dẫn lên tầng kiến trúc bên trên và tới một con đường đi thẳng tới ngôi tháp chính, hiện nay ở tầng trên cùng của quả đồi chỉ còn lại hai kiến trúc gạch đó là tháp thờ trung tâm và toà tháp mái cong hình yên ngựa ở phía nam. Bao quanh khu kiến trúc trên cùng này là một vòng đai đường mà giờ chỉ còn lại dấu tích của những ổ gạch",4
142,"Mình có con bạn thân 3 năm chưa gặp, mới về nước là lo xách balo lên đi Nhà thờ lòng sông liền (đã nghiên cứu kĩ😜). Nhà thờ không quá xa thành phố, đi tầm 25’ là tới. Nghĩ mn chụp hình chỉnh sửa mới ảo được vậy, nhưng không ngờ đẹp thiệt. Hiện ra trước mắt là một nhà thờ cổ kính, trang trọng, tưởng lạc lên Đà Lạt ko hà🤣. Hôm mình đi trời âm u, nên tạo cảm giác hơi huyền bí nữa. Lúc đó tới nơi là 11h15’, mình không biết là 11h30’ đóng cửa, nên chỉ chụp được vài tấm hình, 14h là mở cửa lại. Nên ai muốn trải nghiệm thì canh thời gian đi cho hợp lí để có được nhiều tấm ảnh đẹp nha.",5
143,"View chất nha mọi người, nên đi sớm sáng vì lúc này nắng đẹp, trời lại mát nữa , có nhiều ổ cửa rất cổ kính, nhìn như trời tây vậy á",4
144,"Nhà thờ này ở Phước Thuận chứ k phải Phước Sơn nha Ad, chụp hình ở đây thì hết sẩy, tết vừa rồi, hội chị em nhà mình diện áo dài ra nhà thờ chụp ảnh, chỉ có thể nói tuyệt, không gian cổ kính, nắng vừa phải len qua hàng cây, đủ dịu nhẹ, sáng nên thơ cho những bức hình sống ao được trọn vẹn và chất lừ",4
145,"Nhà thờ đc xây dựng theo phong cách châu Âu, nằm xa trung tâm nhưng rất dễ đi theo hướng dẫn bản đồ. Vào đây rất mát, gió lồng lộng, cảm giác rất yên bình",4
146,"Nhà Thờ lòng Sông hay còn gọi là Tiểu Chủng Viện Lòng Sông, tọa lạc tại thôn Quảng Vân, xã Phước Thuận, huyện Tuy Phước, tỉnh Bình Định. Nơi đây lưu giữ nét cổ kính, mộc mạc, đặc biệt những cây sao cổ thụ. Lúc mình tìm đường trước ở nhà thì nghĩ chắc xa nên dậy sớm. Không ngờ đi chưa tới 1 giờ đồng hồ, có điều đường hơi khó tìm, và mình phải dừng lại rất nhiều lần để hỏi người dân địa phương. Kỹ thuật xây dựng, phong cách kiến trúc và vật liệu hiện đại mang đậm dấu ấn châu Âu",4
147,"Bảo tàng Quang Trung mảnh đất quê hương của ba anh em nhà Tây Sơn là Nguyễn Nhạc, Nguyễn Huệ và Nguyễn Lữ cách thành phố Quy Nhơn khoảng 45km., là một không gian văn hoá bao gồm: khu vực bảo tàng, điện thờ Tây Sơn Tam kiệt, tượng đài Hoàng đế Quang Trung, nhà biểu diễn nhạc võ Tây Sơn, nhà rông văn hoá các dân tộc Tây Nguyên...Đặc biệt, có 1 giếng nước xưa với nước mát rượi có thể uống được. Nếu may mắn, bạn có thể chụp hình trên lối đi rụng đầy hoa vàng giống mình ^_^
Giá vé: 10.000 đồng/người, áp dụng thống nhất cho người Việt Nam và người nước ngoài.",4
148,"Nơi lưu giữ rất nhiều hiện vật về phong trào Tây Sơn và những chiến tích của vua Quang Trung. Hiện tại còn 2 di tích vô cùng quý giá là cây me cổ thụ và giếng nước xưa của gia đình anh em nhà Tây Sơn.
giá vé là 10.000 đ/ lượt tham quan.",3
149,"Đến để tìm hiểu về lịch sử của nước nhà cũng như tìm hiểu sâu hơn về chiến công vang dội của vị vua anh hùng Quang Trung. Bảo tàng rất rộng, uy nghiêm, trưng bày rất nhiều hiện vật có giá trị lịch sử. Khắp nơi là những lời khắc cốt ghi tâm đc ghi trên những chiếc bảng đỏ - lời của vị anh hùng năm xưa. Đọc cảm thấy rất ý nghĩa :)) Ngoài ra, xung quanh người dân còn tổ chức các trò chơi dân gian, hát múa truyền thống, còn có một ngôi nhà tranh của đồng bào dân tộc, chụp ảnh lên hình rất đẹp :)",4
150,"Liên kết hệ thống giữa FLC và vườn thú chưa được chặt chẽ, nhóm mình trước khi đi đã check với nhân viên lễ tân nhưng đến nơi vẫn bị bắt mua vé thêm, sau khi giải thích phải ngồi chờ cả buổi kiểm tra xong mới được cho vào. Bên trong không gian rộng rãi nhưng chưa được đa dạng về thú, mình xem được chuồng công và vài loại khác nhốt chung, đà điểu, cừu, có 2 con dê cứ lẻo đẻo theo cũng dễ thương, khá dạn dĩ, chuồng cọp có 2 con, chuồng sư tử có 1 và chuồng gấu cũng ít. Đi bộ khoảng 30p đã xong, nếu mua vé xe điện hoặc xe ngựa thì hơi mắc với giá 70k/người. Đi cho biết chứ không có gì nổi bật để quay lại.",3
151,"1. Khu vực mát mẻ, chuồng trại sạch sẽ, chỉ có ngang qua chuồng dê hơi có mùi >.<
2. Chưa đa dạng các loại thú lắm
3. Nếu có thời gian thì bên trong có trò bắt cá bằng tay, hồ thiên nga đạp vịt + cho cá ăn, khu vui chơi thiếu nhi
4. Chim, chim công đi ra đường gặp khách không sợ luôn, rất dạn dĩ nè, 
5. Giá vé + vé xe điện thì hơi cao, đi có bé nhỏ nên không ở được lâu nên 45’ là xem hết rồi
6. Nếu có thêm thuỷ cung thì sẽ đa dạng hơn",4
152,FLC safari park Quy Nhon,3
153,"Cũng đẹp, ko rộng lắm, đi và ngắm trong vòng 1 tiếng là hết. Lối đi có phủ mành che nên cũng mát mẻ, nhiều WC và chỗ bán kem nước. Thú cũng ko nhiều lắm, có để đồ ăn để khách cho thú ăn miễn phí. Các bạn nhỏ vô đây chắc thích. Nhân viên nhiệt tình và thân thiện trả lời hướng dẫn khách.",4
154,"Bữa nay zoo safari đang giảm 50% giá vé vào cổng cho riêng người Bình Định đó. Khi đi nhớ xuất trình CMND để được giảm giá nha. 
Ngoài ra thì mấy dịch vụ khác không được giảm giá đâu. giá vé người lớn sau khi giảm còn 40k, trẻ em 30k, giá vậy cũng ổn đó chứ.",4
155,"Safari chỉ có tầm 14 loài thôi, mà khỉ là nhiều nhất vì khỉ sống được ở tất cả các khí hậu. Còn có lạc đà cũng sống được khí hậu nóng, mấy con còn lại như thỏ, thiên nga, chim.. có lẽ không chịu được nhiệt độ oi ả của Quy Nhơn nên chỉ lèo tèo, ốm yếu. Thực ra siêng đi bộ dạo một vòng là hết rồi, không cần phải đi xe điện tính 30k/người đó.

Với quy mô cũng như số lượng như thế mà vé vào cổng 80k/ người lớn; 60k/trẻ em thì mình thấy khá đắt, chụp hình với con vật cũng tính thêm tiền. Cả cái safari rất ít cây xanh nên nắng nóng dễ mệt. 

Safari thì phải làm sao để ngừoi gần gũi với thú nhất nhưng thấy cái này chưa thể hiện được hết tầm cỡ của 1 safari, hi vọng sắp tới sẽ cải thiện thêm.",3
156,"Công viên hoang dã đầu tiên ở quy nhơn đã mở cửa và được vào tham quan rồi nà, vào đây xem được nhiều con thú mà mình chưa thấy đến bao giờ :v thấy Quy Nhơn có cái này cũng tốt lắm luôn í, có thêm địa điểm vui chơi để mấy bạn nhỏ đi vừa chơi vừa học luôn, thêm nữa là cái cảnh nó cũng đẹp không kém nữa, và lại thêm một địa điểm cho các bạn sống ảo rồi hihihi",4
157,"Mình đc bạn bè quen giới thiệu nhà nghỉ này nên từ bến xe taxi chở thẳng tới, vừa tới nơi thấy rất rộng, không gian thoáng đãng, mình đi nhóm 8 người nên ở phòng 3 giường, phòng rộng, mát mẻ, cả team ai cũng vừa ý, mình thuê xe máy 100k/ ngày, rất ưng ý, có dịp đi du lịch hoặc công tác sẽ quay lại.",4
158,"Mình vào nhận phòng lúc 2h sáng nhưng cô chủ vẫn rất nhiệt tình và niềm nở, vào hơi muộn nên mình ko để ý xung quanh lắm nhưng sáng dậy thì nhìn không gian khá dễ chịu, phòng mình ở tầng 1 có xích đu và cửa lớn nhìn ra được bên ngoài, giường và phòng ốc thơm tho sạch sẽ, mình cần thuê xe đi tham quan nên đc cô chủ trực tiếp gọi thuê giúp mình, nói chung chuyến đi vừa xả stress thật sự vì quá hài lòng",5
159,"Nằm ở vị trí không quá ồn ào cũng k quá yên tĩnh, rất thích hợp cho các bạn trẻ, gia đình nghỉ dưỡng, khách du lịch ... Không gian rộng, thoáng đãng với giếng trời bên trong không gây cảm giác bị ngột ngạt, phòng ốc sạch sẽ, đa số bên trong đều được thiết kế và xây dựng bằng gỗ cao cấp nên nhìn vào rất sang trọng. Gia đình mình đi cùng với bé nhỏ, ở phòng rộng nên các bé rất thích. Cách biển tầm 3-5 phút thôi nên rất thích hợp để tắm biển. Sẽ quay lại nếu có dịp",4
160,"Đảo này cách thành phố tầm 45ph đi tàu/ cano , đợt mình đi trời nắng , bầu trời xanh mà nước cũng xanh , trong vắt á , đến được đảo là thấy thả mãn , cây xanh , nước trong , mà bà con ở đây cũng thân thiện nữa , đồ biển mình ăn tươi ngon , đợt team mình đi , ở lại nhà dân ngủ 1 đêm , bánh tráng trộn trên đảo bán 5k 1 bịch , mà bịch to chà bá lửa , 2 cái trứng cút với bò khô dày túi luôn , ăn dồ biển cũng rẻ nữa , có cái nắng quá , mà trúng đợt cúp điện nên mấy đứa mình như muốn chảy mỡ luôn. trên đảo có ngọn hải đăng , sáng sớm chịu khó leo núi ngắm hải đăng là có nguyên an bum ảnh đăng cả tuần heng
nếu có cơ hội sẽ quay lai",4
161,"Để đến cù lao Xanh khá khó khăn, đầu tiên bạn gửi xe ở cảng Quy Nhơn, ở đây các bạn có thể mua áo phao và kính lặn để ngắm san hô, sau đó lên tàu, nhớ là mỗi ngày chỉ có 2 chuyến sáng chiều thôi, vé tàu là 20k, nhưng mà có lệ phí thuyền chèo chở bạn từ tàu vô bờ là 5k nữa :)) Bạn nào không bị say tàu xe có thể ra ngoài mạn thuyền hóng gió, coi cá chim nhảy theo đàn và ranh giới đổi màu nước biển nữa!Ra đến đảo mới thấy biển ở đây rất rất chi là trong xanh nha, nước sâu hơn chục mét mà vẫn thấy đáy, thấy cá bơi bên dưới thích vô cùng. Đảo còn hoang sơ lắm, dịch vụ chưa phát triển nhiều, tuy nhiên nhờ vậy mà đồ ăn khá rẻ. Bạn có thể thuê nhà nghỉ của người dân trên đảo với giá 120k một đêm, tuy nhiên đợt đó mình đi gặp một chú nghệ sĩ hát bài chòi nổi tiếng của Bình Định, lại còn được chú cho ở nhờ nữa ^^. Trưa và chiều các bạn có thể leo núi chụp ảnh với cột mốc và hải đăng, tuy nhiên hơi nắng, có thể ra bãi tắm và lặn ngắm san hô, tuy nhiên san hô còn ít, xác nhiều, đá nhiều, dễ sứt chân nên cẩn thận. Tối hôm đó được nghe chú vừa đánh đàn ghi ta vừa hát free luôn, mỗi tội nhóm không có ai thuộc mấy bài xưa xưa nên không thể hát cùng chú. Đảo tắt điện vào lúc 11h đêm, trời tối om luôn, nằm ngắm sao thì thuyệt hết sảy!",4
162,"Lâu lắm rồi mới tìm được quán nước ưng ý như vầy ở Quy Nhơn. Từ decor đến menu đều làm mình vô cùng hài lòng luôn. Góc nào của quán cũng có thể sống ảo được luôn ấy :3 Menu thì món chủ đạo của quán là trà thảo mộc, có rất nhiều loại trà kèm công dụng để mọi người dễ dàng lựa chọn, ngoài ra thì quán vẫn có cà phê nước ép các loại luôn :3 Giá thì theo mình thì khá là bình dân, 1 set trà cho 2 người chỉ từ 39 đến 69k thôi :D Tối tối lên tầng thượng gọi set trà thảo mộc vừa nhấm nháp vừa ngắm mây trời cảm thấy bình yên thiệt sự :3",5
163,"Có book phòng ở ks 3 ngày, phòng xinh bạn tiếp tân dễ thương hihi
Vì 2 ngày đi chơi đuối vc mình lại lò mò lên tầng 3 uống cf ngay ks luôn , phải công nhận nước uống rất hợp vị kakakak lại rẻ và view thì bao đẹp kakak
Với một đứa rất thích uống trà lại thấy trà ở quán rất vừa vị mình hihi
Sẽ quay lại dài dài nếu về lại quy nhơn 
Up vài pic trước khi về lại sài gòn :x
P/s: bé làm nước dễ thương kakka",5
164,"Thiệt sự phải cho Sea&Sail điểm 10 về không gian. Chỉ cần đưa máy lên là có góc đẹp, có cả không gian trong nhà và ngoài trời , tất cả đều được trang trí rất tỉ mỉ. Ngồi trong nhà cảm giác ấm cúng và ngược lại không gian ngoài trời thoáng và thoải mái hơn. Quán vừa mang phong cách cổ điển vừa hiện đại nên đây chắc chắn là không gian sống ảo cực xịn. Menu của quán cũng rất đa dạng, từ đồ uống đến bánh ngọt. Mà giá thì không quá chát , chỉ từ 25k-35k thôi. Chắn chắn sẽ quay lại đây ^^",4
165,"Nếu được hỏi mình thích quán này ở điểm nào, thì mình thích nhất ở cái không gian. Không gian rộng và thoáng mát vô cùng. Được đầu tư tỉ mỉ trang trí thiết kế vừa hiện đại vừa cổ điển. Đồ uống ở đây đa dạng vô cùng. Mình uống mà cảm nhận được sự tinh tế trong cách pha chế. Không quá ngọt, thanh thanh và thơm hương trái cây, trà cũng vậy thơm nhè nhẹ, mình cực kỳ thích. Ở đây còn có bánh ăn kèm nữa cũng tuyệt không kém, mềm mềm, thơm thơm, beo béo. Ước gì mình có nhiều tiền để ngày nào cũng được đến đây.",4
166,"Y như đi biển thịet luôn , quán nhiều view đẹp lắm , mình đón bạn ở sào gòn ra, đi nhóm 4 đứa , 2 đứa ở hostel ở đây , phòng decor mAt đã luôn , trà ở đây có trà thảo mộc , uống thanh thanh , chút ngọt dịu khá ok , bạn mình ở phong hostel thây cũng ổn , có cái ngồi trên sân thượng í , chieu tối ngồi mát chứ sáng hơi nắng chút, chắc chắn sẽ quay lại",4
167,"Mình ở home mới bên 20D Hoa Lư. Home có không gian tinh tế và trau chút đến từng chi tiết. Nhìn vào đó mình cũng đoán được chủ nhà phải là người có tâm đến như thế nào. Mọi thứ đều sạch sẽ, gọn gàng. Mình chọn phòng ở tầng cao nhất có ban công nhìn ra sông. Phòng tuy nhỏ nhưng ấm cúng, trang trí và màu sắc hài hoà. Mình thích hơn cả là con người ở đây, thân thiện, nhiệt tình, sẵn lòng giúp đỡ. Anh chị chủ vô cùng nhiệt tình và gần gũi. Sau này có dịp quay lại mình sẽ vẫn chọn nơi này",4
168,"Tọa lạc ngay trung tâm tp Quy Nhơn.
Một không gian ở dễ thương, được chăm chút kĩ càng. 
Có cho thuê xe máy , lều camping, vv..
Chủ nhà thì hòa đồng , thân thiện và đặc biệt là anh chủ nhà cực kì yêu nhiếp ảnh :) 
Giá phòng thì cực kì hợp lí :)) ahihi
Trên sân thượng còn có 2 cái lều camping cho thanh niên nào thích cảm giác lãng mạn kèm hoang sơ :v :v 
Nói chung là highly recommended.",4
169,"Thêm một homestay đẹp lung linh ở quy nhơn nữa mà, mình thích homestay này vì không gian sạch sẽ mà lại ấm cúng của nó. Tự dưng bước vào cảm giác vừa lạ vừa quen sao á, lạ vì không gian mới mẻ và đẹp nữa, còn quen thì do ở home được thiết kế như ở nhà mình vậy
thêm một điều nữa đó là home còn có lều ở trên sân thượng nữa, nếu mà muốn ngắm trăng sao cùng ai đó thì cứ thuê 2 cái lều nì, tối đến ngồi bên nhau ngắm trăng sao thì lãng mạn hết biết luôn kaka",4
170,"Hôm nay mới tới nơi, và mình vô cùng hài lòng với thái độ của chủ nhà: thân thiện, hiếu khách. Hostel sạch sẽ, gọn gàng, nhiều ko gian nghỉ ngơi, thử giản dành cho khách: ban công, sân thượng, ko gian ngoài trời, đây là điểm mình thích nhất ở đây, không như những nơi khác chỉ cho thuê phòng mà ko chú trọng đến ko gian sinh hoạt chung.",4
171,"Chủ nhà thân thiện dễ thương, hostel mới, sạch sẽ, có ban công và sân thượng, view đẹp nhìn thẳng ra công viên. có điều tra biền thì hơi xa, chắc có 10p. Hostel có bếp dùng để pha trà cafe cho khách. nêu đí solo hay nhóm bạn thì nên tới ở. đã bookmark:D",4
172,"Nước trong xanh, đợt này mình đi, trời nắng nhẹ nên cũng thoải mái, có cái hơi xa trung tâm, nên đi hơi lâu chút, nhưng đến nơi, đẹp quá chừng nên có thể cho qua dc, chỗ này chụp ảnh cưới đẹp lắm nè! chác chắn sẽ quay lại",4
173,"Lặn ở Hòn Khô cực kì đã,nhiều san hô và cá.Nếu ai bắt được con gì thì đem lên bờ nấu chín rồi ăn đã thui.Nếu bạn đang ở bên bãi Kì co thì bạn có thể qua bên Hòn Khô để ngắm san hô,đi ca nô chỉ mất 10-15 phút thôi.Đặc biết nhất là chinh phục dãy núi đá trên đảo.Dãy núi rất cao và chụp hình rất đẹp.Mọi người nhớ qua Hòn Khô để trẠI nghiệm 1 lần nhé!",5
174,"Nghe đồn lại thì khi họ khai thác du lịch ở đây là cây cối ko mọc nổi mà khô sơ chỉ có cỏ nhú lên. Mà sau th.gian khai thác du lịch thì có vẻ sự sống ươm mầm nên khấn khá hơn.
Chạy từ Quy Nhơn ra biển này cũng hơi xa xa, nhưng con đường chạy có cảnh đẹp lắm. Cây cối xanh tươi ngút ngát
Người phục vụ du lịch ở đây cũng khá tốt, tạo thiện cảm. ( vì ở đây là các cô chú làm chứ ko phải đc đào tạo gì nên nếu là khách thì nên thông cảm chứ đừng đòi phải chuyên nghiệp)
Đồ ăn là đồ biển tươi nhưng cũng kiểu bình dân thôi chứ ko đặc sắc.
Cảnh biển ở đây đẹp lắm, có cái cầu gỗ dài và đường cát dài ở giữa bờ biển
Phí mình đi là 300k gồm ăn, đi tàu cano ra vào bờ, lặn rặn sanho",4
175,Lần đầu tiên đi hòn khô nhưng cảm giác còn quá hoang sơ. Trên đảo chỉ có 1 dải cát bé & 1 quán ăn nhỏ nên mọi ng tốt nhất chuẩn bị đầy đủ từ trong đất liền. Có cây cầu gỗ chụp hình khá lừa tình..kk,3
176,"Theo cầu Thị Nại - cây cầu vượt biển dài nhất Việt Nam, hành trình tiến về xã Nhơn Hải, đi theo con đường trải nhựa bằng phẳng cùng nắng và gió mùa hè để đến được bãi biển và san hô Hòn Khô.Đây cũng là một điểm du lịch tương đối mới với nhiều du khách. Đến với đảo Hòn Khô có hai trải nghiệm đầy thú vị mà du khách không thể bỏ qua đó chính là lặn ngắm san hô dưới biển và chinh phục dãy núi đá trên đảo. Đây dự là địa điểm lý tưởng cho các bạn trẻ trong và ngoài tỉnh đến tham quan và du lịch.",4
177,"Tốn tiền vô cổng 63k /2 ng còn lội bộ thêm 2,5km mới lên dc tới nơi mà k co ai ngoại trừ mấy a nhân viên ..... mất công chạy xe từ ngoài tp vào",1
178,"Đã đến đây r nhưng lúc còn nhỏ đi cùng gia đình , tuy là mùa hè rất nóg nhưng khi bước chân vào dường như mọi cái nắng nóng đều xua tan đi hết ,xung quanh toàn rừng núi có vẻ còn nguyên sinh hết. rất muốn ghé lại chơi mà chơi có dịp",3
179,"Cách trung tâm thành phố Quy Nhơn 30km, Hầm Hô đc coi là khu du lịch sinh thái đầu tiên của Bình Định được nhiều người đến tham quan và vui chơi, ở đây các bạn sẽ được đi thuyền ra sông và khu vực thác để nghĩ dưỡng và tắm sông... thác nước chảy trong ánh nắng của buổi sáng trong khu sinh thái tạo nên một bức tranh hùng vĩ và đầy màu sắc của vùng quê Bình Định... nếu các bạn muốn du ngoạn hoặc đi chơi xa thì Hầm Hô là một địa điểm lý tưởng để các bạn đến vui chơi và tắm suối trong lành...",3
180,"nhà hàng và cảnh quan đep! bai biên sạch, khu vui chơi cho trẻ em va chup ảnh 👍. thức ăn ngon, giá cả hợp lý",5
