 ,Review,nha_hang
323,"Quán chỉ được cái view mát mẻ, còn đồ ăn chỉ ở mức trung bình, giá cả thì đắt so với mặt bằng chung các quán bên cạnh. Gọi món khá lâu, mặc dù tụi mình vào nhậu buổi trưa, chỉ có 1 bàn tụi mình. 1 số món đắt 1 cái phi lý như xìa hấp, được vài con mà hình như 110k.",1
324,"Nhóm mình 5 người vào nhà hàng vì món mắt cá ngừ nổi tiếng. 
1. Nhóm đi xe hơi, nhưng đến nơi tự tìm chỗ đỗ. Bực nhẹ 
2. Bước vào, nhân Viên khoảng 5-6 ng. Mắt trợn ngược. Khách vào tận giữa nhà hàng vẫn ko ra đón. Mình phải vào quầy tính tiền nói cho một bàn 5 ng mới có ng ra xếp. Hơi hụt hẫng. 
3.gọi món. Hỏi món mắt cá ngừ, chỉ đc trả lời đơn giản hết rồi. Lúc đó gần 7 rưỡi tối. Cả nhóm nói định đứng dậy đi quán hải sản khác thì nv mới bảo để gọi điện hỏi giao mắt cá qua. Bên mình đồng ý. Và gọi ghẹ, hết ghẹ. Gọi cua báo giá 450k một kí khoảng 3 còn. Gọi 5 con. Chút tính tiền 2.36kg vậy là gần nửa ký một con??? Cảm giác bị lừa, tức kên tới óc. Lúc lấy cua nv ko hề báo Tổng 5 con là nhiu ký trc khi chế biến. 
4. Đồ bẻ càng cua. Mang cua ra cho 2 cái. Mình xin thêm, nv kêu hết r do các bàn khác cũng dùng.( lúc đó chỉ có hai nhóm khách nữa thui). Điên.
5. Gọi đồ thêm cơm chiên cá mặn và cá đục chiên. Hki giá nv ko biết nói đi gọi nv khác.... mãi ko thấy đâu. Một hồi hỏi lần hai thì nv order ban đầu ( biết giá) mới ra. Lúc này cả nhóm xả tức. Nói hết. Lú này mới mang ba cái đồ bẻ cua ra. Hai món nãy gọi chưa đc ghi cho nhà bếp làm luôn. Tức.
6. Ngồi ăn. Ăn đc ba con cua thực sự ko thấy ngon miệng nữa mặc dù cua tươi. Quyết định tính tiền và gói mắt cá mang về ( lúc này mắt cá chưa ra. 8 rưỡi). Ko có hộp mà cho ba bịch ni lông. Bó tay. Nhóm mình gói hai con cua còn lại mang về. 
7. Kết. Sẽ ko bao h quay lại thêm một lần nào dù Quy Nhơn có hết nhà hàng hải sản. Đi Eo gió và Kỳ Co tuyệt bao nhiêu thì đây thất vọng bấy nhiêu. 😢",1
325,"Nhà hàng nấu ăn ngon.
Các món ăn rất tuyệt vời với giá cả hợp lý .
Món chả ram tôm đất thật ngọt với tôm tươi được cuốn với lá cải chấm nước tương thật không đâu bằng. 
 Món da cá chiên giòn Tam Quan với 1 dĩa rau trộn thật ấn tượng.
 Đặc biệt là món mắt cá ngừ đại dương rất ngon; mắt cá chưng quyện với hương vị thuốc bắc tạo ra món mắt cá thơm ngon không có vị tanh ăn kèm với lá tía tô thật tuyệt.
Cuối cùng chúng tôi thưởng thức món lẫu Cua Nấm. Lẫu cua nấm thì quá tuyệt với 2 con cua gạch và nước lẫu riêu cua cùng với rau nấm tạo nên hương vị thật khó quên.",4
326,Mình bổ sung menu để tiện tham khảo,3
327,"Nhóm mình ở FLC nên tìm trên mạng thấy quán Leng Keng cũng gần, vả lại có xe qua đón và đưa về cũng tiện nên quyết định ăn tối ở đây. Thật sự nhìn giá cũng không rẻ, nhóm mình chọn ào điệp nướng phomai tạm ổn, tu hài còn 3 con nướng ăn đỡ, cá gáy nướng gói rau, bánh tráng cũng ngon, nghêu hấp, cơm chiên, mì xào khá ngon cho tới khi em nhân viên đem dĩa ghẹ luộc lên, bàn mình nghĩ là đem nhầm vì ko có gọi, chỉ hỏi giá, có lẽ như một kịch bản cho nhiều quán ở Quy Nhơn hay sao ấy, hễ hỏi giá là họ lại mặc định ghi vào và tự động chế biến rồi ép khách ăn, giá ghẹ ko rẻ mà lại ko ngon, 5 con đều ốp ko có thịt nhiều, nhóm mình lại ngậm ngùi trả tiền cho 1 câu hỏi :((",3
328,"Nhà hàng đẹp nhất khu này, rộng rải, sạch sẽ, phục vụ chẳng thua gì nhà hàng 5sao, thức ăn ngon mà còn đc đưa đón miễn phí tận nơi nữa chứ. Lần sau quay lại khỏi phải lăn tăn lựa chọn chổ ăn. Leng Keng 2 thẳng tiến!",5
329,"Nhà mình ăn ở đây 2 lần, nhà hàng sang trọng nhất ở khu này, phục vụ chu đáo, đưa đón tận nơi, giá cũng phù hợp. Đặt biệt hải sản rất tươi, nhìn hồ hải sản con gì mình cũng muốn ăn thử...lần sau quay lại sẽ ghé tiếp.",5
330,"Mình ăn ở đây lúc trưa nắng, quán vắng mà nhân viên thái độ ko tốt , lo nói chuyện . Mình ăn lẩu ghẹ . Lúc chọn có 2 loại là ghẹ 700k / kg và 500k/ kg . Mình chọn 500k . Lúc chốt mình cũng nhấn mạnh là ghẹ 500k nha em . Xong bạn đó vớt hai con ở bể ra cân lên 700 gr. Mình cũng ko để ý là vớt bể nào . Lúc tính tiền thì lại tính giá ghẹ 700 . Mình hỏi thì nói chị nói em lấy ghẹ 700 mà . Mình cũng ko muốn tranh cai nen thanh toan cho xong . Món ăn cũng ko phải ngon mà giá thì cũng chẳng phải rẻ vậy mà thái độ còn như vậy . Cảm thấy ko muốn ghé lần 2 .",0
331,"Nhà mình đến đây 2 lần, lần nào cũng thực sự hài lòng. Từ cái cách nhân viên tận tình phục vụ, tư vấn, đến đồ ăn thì khỏi bàn, giá cả phải chăng. Nhà hàng còn có xe đưa đón tận nơi nếu ở FLC. Cho 15 sao luôn nhé",5
332,"Nhà hàng này có xe đưa đón từ FLC, các bạn nhân viên rất nhiệt tình, đồ ăn thì tươi sống và gía rất mềm
Thực sự hài lòng vì sự chu đáo của các bạn, chúng tôi sẽ giới thiệu cho bạn bè khi đến nghỉ dưỡng ở FLC Quy Nhơn",5
333,"Thật sự mình rất hài lòng khi ăn hải sản ở đây, từ không gian, cách phục vụ của nhân viên, mà nhất là hải sản tươi sống rất đã khi thưởng thức , phải nói món ăn ở đây thật tuyệt, giá thì phải chăng đi kèm vs chất lượng là ko thể chê vào đâu đc",5
334,"Cám ơn các bạn đã phục vụ tôi và bạn bè một bữa ngon, no nê, thoải mái, giá quá rẻ. Tuyệt vời!",5
335,"Qua tệ, đồ ăn không ngon + ruồi quá nhiều",2
336,"Hải sản cũng tươi ngon, chế biến ổn, nhà hàng sạch sẽ, sang trọng, lịch sự, phục vụ nhiệt tình, nhẹ nhàng.",4
337,Dịch vụ cano cao tốc đi Kỳ Co tại Nhà hàng Leng Keng 2,4
338,Khách nước ngoài luôn cảm thấy hài lòng khi đến nhà hàng vương khang,5
339,"🎎 Đi du lịch kỳ co xong về nhà hàng ăn theo thực đơn tour 9 món, quá đã luôn. Vừa ngon, vừa bổ rẻ. Giá tour trọn gói cho 2 người mà chỉ có 800k, không thể tưởng tượng được so với Hà Nội và Sai
🧘‍♂️ Buổi tối ăn đêm là tuyệt nhất, không gian tĩnh lặng hơn ban ngày do quá đông khách đi tour kỳ co. Có thời gian thưởng thức nhiều món hơn.
🎶 Nhân viên phục vụ nhiệt tình, hướng dẫn từng món ăn của địa phương, nhất là món ốc gõ. hehe.
 😋",5
340,"- Nhà hàng nhiều món ăn ngon, chế biến không cầu kỳ nên lưu giữ được hương vị của biển.

- Ở FLC có xe đưa đón miễn phí đến nhà hàng Vương Khang ăn uống. Nhà hàng rất đông khách vào buổi trưa do phục vụ tour du lịch Kỳ Co. Nếu không đi tour Kỳ Co thì nên đến vào buổi tối, sẽ có không gian yên tĩnh.

- Ở FLC 05 ngày đều đến đây ăn 3 bữa, 2 bữa còn lại đi loanh quanh các nhà hàng gần đó nhưng không hợp khẩu vị và ngon bằng nhà hàng này.

- Do Marketing chưa tốt nên ban đêm ít khách hơn các nhà hàng ở khu vực Eo Gió (cần làm tốt hơn nhé anh chủ nhà hàng dễ thương, thân thiện, mến khách🤩 ).",5
341,"Nhà hàng nhiều món ngon, rẻ. Hải sản tươi và sống đủ loại. Đặc biệt 2 món giản dị làm mình nhớ mãi vị: bánh xèo mực và lẫu sứa.
Khi đi #du _lịch_kỳ_co, ACE nên đến nhà hàng này thử ăn 1 lần xem sao nhé. Nhà hàng sạch sẽ, thoáng mát, nhân viên nhiệt tình, chu đáo.",5
342,"Nghe bạn bè và nhiều người giới thiệu về nhà hàng này khi đi du lịch Kỳ Co. Ban đầu mình chưa tin lắm vì đã trải nghiệm ăn uống hải sản ở 1 số nhà hàng sang trọng trong nội thành nên mình nghĩ chỗ nào cũng vậy thôi. Cảm giác đầu tiên của mình khi đi tour Kỳ Co về, cứ nghĩ lối vào khu vệ sinh nhỏ thì sẽ không tốt cho lắm. Nhưng chao ôi, một không gian hoàn toàn khác, sạch thơm, rộng rãi, nhất là phòng tắm thiết kế ngộ nghĩnh, tạo cảm giác tắm lộ thiên, thik thật. 
 Đi biển về, đói quá chừng, hối hối phục vụ đem luôn 9 món lên 😛. Cái anh chàng nhân viên mập mập, mủm mỉm, đầu tóc vàng ngộ nghĩnh đến tư vấn ""đừng vội vã, ăn thong thả"" (nhớ mãi câu này), ""món ngon phải được ăn nóng"". Cứ như thế, từng món nóng hổi được đưa lên. Wow, từng đứa tranh nhau mà ăn. Ngon miệng quá, gọi thêm đĩa mực lá tươi ngon và đặc biệt đĩa chả nhum nữa (được chế biến cầu kỳ như đỗ bánh thuẫn vậy, hấp nướng 2 mặt - đặc sản của Nhà hàng). Đến món thứ 9 là lẫu sứa, được anh chủ nhà hàng tư vấn về cách ăn, cứ tưởng như ăn ko nổi nữa, nhưng lại 1 món ngon tuyệt vời, hơn hẳn cả các nhà hàng nổi tiếng ở đường Xuân Diệu, Quy Nhơn nên húp cạn đáy nồi luôn 😋. HAM ĂN TÈ. 
 Về cty giới thiệu, kể cho mọi người nghe, ai cũng háo hức chờ dịp đi. 
 Mỏi tay rồi. Dừng lại đây thôi, không khéo bị nói là spam, lắm lời nữa. He he. Các bạn tự khám phá nhé. 
 😊😊😊😊😊😊😊😊😊😊😊😊😊😊",5
343,Đến đây và đừng nói gì thêm!,5
344,"🔸️Nhà hàng sạch đẹp, thoáng mát, không gian 2 tầng, ngắm biển lý thú 🏖.
🔸️Đồ ăn tươi ngon, nhiều hải sản tươi sống, nhìn là ghiền 😋. 
🔸️Cách chế biến món ăn đơn giản, giữ trọn vị ngọt và hương vị của hải sản; 😄đặc biệt nước chấm các loại phải nói là tuyệt vời đã làm tăng thêm độ ngon của món ăn.
🔸️ Nhân viên phục vụ chuyên nghiệp, nhiệt tình, thân thiện, vui vẻ 😃
🔸️Ngoài ra Công ty còn tổ chức tour Kỳ Co, Eo Gió, lặn ngắm san hô, teambuilding, gala dinner rất chi là bài bản, chuyên nghiệp.
〽️ Một lần nhớ mãi! 😍😍😍😍😍😍😍😍",5
345,"Phục vụ siêu chậm, 2 vợ chồng tới gọi 5-6 món từ đầu mà ăn hết món thứ nhất rồi chờ 20 phút không lên món tiếp. Gọi 6 món thì báo hết 3 món nhưng nhân viên ko báo ngay lúc order. Tới lúc bọn mình chờ lâu quá k thấy lên món gọi giục nhân viên 3 4 lần mới kêu là bếp báo hết rồi. Gọi 3 lạng tôm càng đỏ được 3 con bé bằng 2 ngón tay. Ghẹ 480k/kg nhưng bé tí Nói chung chờ đợi bực mình không bao giờ quay lại quán.",0
346,"Mình đi Quy Nhơn nhiều lần nhưng chắc lần ăn ở quán này là chất lượng nhất. Chắc chắn là sẽ quay lại quán lần hai lần ba lần nnnn vì:
 Thứ nhất: món ăn rất ngon, lẩu riêu cua đồng cực nhiều riêu, ghẹ ngon, tươi, giá hợp lý.
 Thứ hai: nhân viên quán rất nhiệt tình và dễ thương. Cảm giác rất dễ chịu khi được các bạn phục vụ.
 Thứ ba: quán rất chu đáo. Ăn xong có trái cây tráng miệng free. In hoá đơn rõ ràng, cụ thể ( vì nhiều quán rất ẩu) 
Gia đình mình đi ăn 8 người. Ăn no căng, cả bia cả nước ngọt hết 1tr5. Cũng rẻ chớ ha.",4
347,"Mấy quán ăn đường xuân diệu đa số quán nào cũng ngon hết trơn . Quán đối diện biển nên mát mẻ cực kì . Không gian rộng rãi , thoáng mát . Nhân viên phục vụ khá nhanh nhẹn và thân thiện . Đồ ăn biển tươi sống , ngon , nếm nếm mặn mà . Giá cả cũng khá ổn . Thích ăn ốc xào với lẩu ở đây thì hương vị rất ngon , được nêm nếm kĩ lươnxng . Mình sẽ đến quán này dài dài luôn ❤️❤️thiệt là ưng ý quá đi mà hehe 😭😭",3
348,"Mình kết  Quán này ngay từ món khai vị, vừa độc vừa lạ. Đi ăn ở nhiều chỗ rùi nhưng duy nhất quán này là khai vị bằng dưa môn. Chẹp... chẹp vừa nhắc đến đã thèm rùi. Tuần nào mà không ăn là thấy nhớ chịu không nổi.",4
349,"Quán gần biển nên view khá ổn, k gian quán cũng thoáng mát.
Theo mình thấy đồ ăn ở đây ngon mà giá cũng tương đối rẻ,đặc biệt hải sản rất tươi. Món mình kết nhất là tàu hũ non được chế biến nhiều kiểu,mà theo lời cô chủ giới thiệu là quán tự làm luôn.
Nói chung nếu đi du lịch ở quy nhơn thì nên ghé qua ăn thử.
Cô chủ quán cũng vui vẻ,nhiệt tình,cũng k lo bị chặt chém vì giá có niêm yết rõ ràng chỉ vài món giá tính theo thời điểm thì các bạn nên hỏi qua thôi",4
350,"Quán này hôm trước lớp mình tổ chức tất niên ở đây thì có vài điều như này:
-Hôm mình đi cuối năm nên không biết vì sao mà nhân viên rất ít, phục vụ không chu đáo lắm nhưng có anh đẹp trai phục vụ nên coi như xí xóa tí 
-Vì sát biển nên veiw rất đẹp và mát mẻ, thoáng mát và thoái mái, sạch sẽ thích hợp để tổ chức tiệc hay đi ăn cùng gia đình
-Đồ ăn ở đây rất ngon và hợp khẩu vị với mình, tất cả các món đều rất ngon, hải sản tươi sống, món mình ăn thích nhất là đậu rang tôm vì món này khá lạ, ở Quy Nhơn chả thấy ở đâu bán cả. 
-Giá cả thì rất ổn, không mắc như nhiều quán khác. Vì hôm ấy lớp mình toàn là học sinh nên còn được cô chủ quán khuyến mãi thêm nồi lẫu và rất nhiều nghêu. Tính ra hôm ấy lớp mình ăn lại rẻ.
Nói chung theo mình thì đây là một trong những quán must to go ở Quy Nhơn",4
351,"Gần góc ngã tư. Ngày chủ nhật mưa gió, tôi tìm quán cơm, đây rồi!
Vào Lee, bàn cao khăn trải bàn trắng, ghế dựa gỗ nặng trịch. Có mùi nấu nướng từ khu bếp tầng trệt, hai anh em chọn ngồi bàn gần cửa ra vào cho thoáng. Bát úp trên đĩa sạch, đũa nhựa đen trong bì giấy là điểm trừ với tôi. 
Khoảng 5-7’ sau món chọn dần ra bàn.
Rau muống xào tỏi: xanh, giòn và mềm, thơm- 9/10
Thịt ba chỉ cháy cạnh: không đúng ba chỉ, hơi ngọt đường và nhiều nước mỡ- 6,5/10
Canh rau tập tàng nấu tôm tươi: đầy đặn, tôm tươi bóc vỏ, nước ngọt và trong: 9/10
Vệ sinh: 7,5/10
Phục vụ: 8/10
Chúc cả nhà ngon miệng",4
352,"Địa điểm mặt tiền đường trong trung tâm thành phố nên khách du lịch dễ tìm.
Phục vụ bình thường, không tốt để khen nhưng không tệ như các quán quá nổi tiếng.
Không gian thoáng mát, không quá hầm hay có mùi từ bếp xông ra.
Đồ ăn vừa miệng, giá hơi cao, thích hợp ăn trưa cùng gia đình hoặc chiêu đãi khách.",4
353,"Quán ăn sạch sẽ ,khăn trải bàn trắng tinh luôn. Kiểu Nhà Hàng nên sang trọng lắm. Chỉ có điều, không gian không được rộng và thoáng lắm. Nhưng bù lại món ăn rất là ổn. Cơm thì nấu trong niêu cũng bình thường nhưng mà canh chua thì ngon bá cháy luôn, chua chua,thanh thanh,cay cay. Cá kho trong niêu cũng ngon không kém, nó dẻo dẻo, thấm gia vị ăn với cơm cháy dưới đáy niêu là không chê vào đâu được. Chung quy mình thấy đầu bếp ở đây rất có tâm. Gửi gắm hết vào món ăn. Nhất định sẽ quay lại.",3
354,"Không gian quán rộng rãi sạch sẽ sang trọng, lúc đầu cứ nghĩ giá sẽ cao nhưng thật sự giá rất mềm nhưng chất lượng rất ok! Quán đầy đủ: cơm món, cơm niêu, cơm gà, món nhậu...Món ăn rất vừa miệng, thấm. Đặc biệt quán có những loại mắm rất ngon ăn kèm rau. Nói tóm lại Đồ ăn ngon, giá rẻ, sạch sẽ... mình sẽ ủng hộ lâu dài!",5
355,"Mới ăn tối ở quán về
Mực tươi ngọt, trứng chiên thịt bằm ngon, sườn ngọt chắc do ướp nhiều mật ong, còn canh cua thì rau nhiều cua ít 😂
Về tổng thể ngon, giá cả hợp lý",4
356,"Đồ ăn nấu ngon, sườn mềm mà ngấm. Menu toàn những món dân dã , giá hợp lý. Quán lịch sự tiếp khách hay đi gia đình đều ok. Sẽ ghé ủng hộ quán nhiều lần nữa.",4
357,"Nhà hàng Lee Niêu này mới khai trương nên có khá nhiều ưu đãi và khuyến mãi. Không gian sang trọng, rộng rãi và thoáng mát. Có phòng điều hòa và phòng VIP, giao hàng miễn phí tận nơi. Nhân viên mặc đồng phục nhìn rất chuyên chuyên nghiệp. Đặc sản ở đây là cơm niêu ăn với cá kho tộ, canh chua, rau luộc + mắm. Đó là cơm niêu thường, ngoài ra còn có cơm cháy xém, và cháy giòn. Menu còn có các món lẩu, cháo, súp, các món ăn thêm và đồ uống. Rất đa dạng, giá cả tương đôi hợp lí",4
358,"Đi teambuilding được công ty sắp xếp ăn ở đây. Thấy nhà hàng lớn, không gian rộng rãi. Các bàn ăn đã được chuẩn bị chu đáo trước khi đoàn mình tới, món ăn được bài trí trên bàn nhìn rất bắt mắt. Có đủ các món ăn khai vị, món xào, món mặn món rau ... Chất lượng cũng tốt, hợp khẩu vị nên ăn no. Nhân viên chu đáo, phục vụ nhanh nhẹn tại chỗ khi cần.",4
359,"Sau khi tắm biển thì mình và cùng công ty đã được dẫn đến nhà hàng này để dùng bữa tối, khi từ bên ngoài nhìn vào nhà hàng khá là rộng rãi đi vào sảnh lớn nhìn khá là lộng lẫy nhe, nhân viên thì chào niềm nở và vui vẻ lắm luôn kìa, đồ ăn được đem ra từ từ và cũng đa dạng, đồ ăn được nêm nếm khá là ổn, mùi vị vừa phải lắm, nhưng nó cứ bình thường sao đâu ấy thấy không có món nào gọi là đặc trưng hay riêng biệt của vùng gì cả",4
360,"Tính ra mình chỉ ghé thăm thành phố này được vài lần hà nhưng cũng đã đến được nhiều nơi để ăn uống và khám phá lắm.
Chổ nhà hàng này mình có được dịp ghé ngay hôm đầu tiên bước đến thành phố Qui Nhơn để mà du lịch, phải nói rằng là chổ nhà hàng này cực kỳ rộng rãi luôn vừa là nhà hàng vừa là trung tâm hội nghị tiệc cưới lại có bán đồ ăn sáng và cà phê sáng các kiểu nữa. Trung tâm Hoàng Yến này cực kỳ đa dạng, đồ ăn thì ngon lắm, ăn mà no căng cái bụng luôn, nhân viên của nhà hàng lại cực kỳ làm mình hài lòng vì vừa vui vẻ lại còn rất chuyên nghiệp nữa ^^",4
361,"Mình ở Khách sạn khác nhưng có dùng bữa tối ở khách sạn nhà hàng trung tâm tiệc cưới Hoàng Yến, theo cảm nhận thì đồ ăn ở đây khá bình thường, chuẩn bị kỹ lượng, lên món rất ok, phục vụ tốt, khi vừa hết nước uống là phục vụ đã tiến đến bàn để chuẩn bị ly mới cho tụi mình. nhưng vị thì chưa ngon lắm, có món canh là mình cực không thích.

Không gian rộng rãi, thoải mái.
Mình thích nhất trong các món là món cá. Bày trí bắt mắt và hấp dẫn lắm.",4
362,"Nhà hàng này phải nói là cực rộng rãi và lớn lắm luôn nha, nhân viên phục vụ cực chu đáo và lịch sự nên thích lắm luôn ấy, do đi đông nên khá là ồn ào tý nhưng do nhà hàng rộng nên vẫn không ồn lắm, đồ ăn ngon và khá hợp khẩu vị bày trí khá là bắt mắt và hấp dẫn, từ thịt xào mặn rồi rau mầm rồi canh chua món nào cũng khá là ổn nên cực kỳ ưng, chổ ngồi rộng rãi và thoải mái lắm, uống hết nước là nhân viên lại châm tẩy liền à",4
363,"Đi du lịch với công ty nên được công ty dẫn qua quán này để mà ăn, menu quán cũng tạm được đồ ăn cũng khá là vừa miệng, thấy là dễ ăn hơn một số quán chắc là do khúc miền này đồ ăn vị hơi khác tý so với trong miền nam, nhưng cũng khá là ngon rồi, phần salad rau mầm tôm thịt ăn mình thấy ăn ok nhất luôn ấy chứ lâu lắm rồi mới được ăn lại rau mầm nên cũng khá là thích vị đăng đắng nhẹ hà nhưng ăn rồi tý sau có hậu hơi ngọt ngọt đã lắm",4
364,"Một dịp đi chơi với công ty thì được sắp xếp ăn trưa ở quán này sau khi đi biển xong. Dù đang đói nhưng nói thật mình cũng không được nhiều vì đồ ăn theo mình cũng chỉ tạm được so với mặt bằng món ăn ở các nhà hàng tiệc cưới. Không biết có phải do nấu nhiều quá không mà nhiều món gia vị nêm chênh lệch hẳn, món thì quá mặn, món thì lạt nhách. Riêng món cá không biết có phải do để lâu không mà còn thấy mùi sống và tanh. Phục vụ cũng ít, gọi xin nước chấm với món mới mà đợi lâu lắm mới có.",3
365,"Tháng trước công ty mình có tổ chức đi du lịch Quy Nhơn và ghé dùng bữa chiều tại nhà hàng này. Nhân viên không lịch sự, làm đổ nước vào thực khách mà không xin lỗi câu nào luôn. Món ăn dọn lên lâu. Các món ăn cũng tạm được thôi. Tôm rim tiêu vừa ăn. Canh gà lá giang thấy cái đầu gà còn mào gà hơi ghê, nấu cùng măng chua nên không hợp khẩu vị mình cho lắm.",3
366,Không gian sảnh rộng rãi. Đồ ăn ngon. Nhân viên lên đồ ăn nhanh. Nhưng gọi châm nước thì đợi mãi ko có :(,3
367,"Hôm đấy bên văn phòng thành phố mời các đoàn ăn tiệc, bao luôn cả nhà hàng. Mình được đi ké khách. Thực đơn hôm đó có khá nhiều món, gồm chả giò hải sản, súp hải sản, ngũ quả luộc- kho quẹt, gà chiên mắm, gà hấp- cháo lòng gà, trái cây. Bàn mình có người không ăn mặn nên có thêm dĩa mỳ xào chay. Đồ ăn thì mình thấy không ngon lắm, chả giò khá cứng, gà chiên mắm hơi ngọt, gà hấp nhiều mỡ nhưng mỳ chay và súp hải sản ngon cực, bị thích mắm kho quẹt. Nhân viên nhanh nhẹn và phục vụ nhiệt tình",4
368,"Hồi trước có đi ăn đám cưới bà con ở nhà hàng hoàng yến 1 lần. Vốn là nhà hàng nằm trong khách sạn 3 sao nên cũng sang chảnh lắm. Tuy nhiên không thể so về diện tích và view đẹp như bên khách sạn hải âu được. Không gian tương đối rộng, có view nhìn ra ngoài biển, cơ mà buổi trưa khá hanh nếu ngồi gần cửa sổ. Có điều sân khấu hơi nhỏ, còn nhiều góc thiếu sáng. Đồ ăn cũng ngon, có mấy món chiên thì dầu mỡ quá, ăn hơi ngán. Nhân viên phục vụ tận tình với khách , rất chuyên nghiệp",4
369,"Ăn tiệc ở đây 1 lần, là nhà hàng nằm trong khách sạn 3 sao nên cũng sang chảnh lắm. Không gian tương đối rộng, có view nhìn ra ngoài, bài trí đẹp. Đồ ăn ngon, có nhiều món lạ, nhân viên chuyên nghiệp. Có điều sân khấu hơi nhỏ, còn nhiều góc thiếu sáng",4
370,"Đã từng ăn tiệc cưới ở đây, ngang ngửa với Hải Âu dù mới hơn một chút. Tuy nhiên không lâu năm và nổi tiếng bẳng Hải Ân nên đành xếp sau . Tuy nhiên nói đi cũng nói lại, ăn cưới bên Hải Âu có khu vực view đẹp hơn bên này",4
371,"Đi eo gió ghé lại đây ăn hải sản, 4 người het 865k, cũng tươi ngon , quán cũng thoáng, khá ok",4
372,"Nhà mình ở FLC, xung quanh ko có gì nhiều để ăn . Nổi bật chỉ có Cây Cau và Hướng dương quán . Mình đã thử ăn ở cả 2 quán, xin được viết vài dòng so sánh cho các bạn ở khu Flc dễ biết : 
- Về giá cả : giá ở Cây Cau giá cao hơn Hướng Dương 
Vd : mực một nắng ở Cây Cau là 1tr200, còn Hướng Dương là 1tr
- Về đồ ăn, mình gọi mấy món đều thấy Cây cau nấu ngon hơn nên suy ra giá cao hơn thì cũng đáng tiền 
- Về không gian : quán Hướng Duơng sạch đẹp , có đầu tư trang trí hơn
- Về phục vụ : vì Cây Cau đông hơn nên phục vụ chậm hơn Hướng Dương nhiều 
Cách thức đi lại, cả 2 quán đều có xe điện đưa đón khách từ cổng FLC sang",4
373,"Có dịp quay lại nhà hàng ngày hôm nay🤗🤗lần đầu tiên thưởng thức món cua huynh đế tại nhà hàng.Thực sự cua rat tươi và ngon,mình ăn cua hấp từng sớ thịt rất ngọt nói chung là rất thích.không chê vào đâu đc nữa.Mọi người nên ghé đến đây 1 lần để thưởng thức món ăn giàu năng lượng này.",5
374,"Lần đầu được con bạn dẫn đến nhà hàng ăn,thực sự rất là thích.
Đầu tiên là khong gian quán rất rộng,mát
Menu rất nhìu món cho khách lựa chọn.
Thứ 2 là hải sản rất là tươi,toàn là hải sản đặc biệt nào là:cá mặt quỷ,bọ biển,tôm mủ ni,bào ngư,tu hài....
Gái cả thì tương đối,chất lượng.chủ quán và nv rất nhiệt tình.Chắc chắn sẽ quay lại.
Chúc nhà hàng thành công.",5
375,"Đã có dịp ăn nhà hàng này 2 lần.không gian rất thoáng mát,rộng rãi,nhân viên tươi vui,món ăn cũng rất nhìu và đa dạng.giá rất phải chăng vừa túi tiền
Chúc nhà hàng buôn may bán đắt nhé.sẽ quay lại lần tếp theo",5
376,"Quán mới mở khu Nhơn Lý, khá rộng rãi.
Đồ ăn nấu tạm ổn, có món Heo rừng hấp khá ngon. 
Nói chung khu vực Nhơn Lý thì quán này cũng khá lớn, nhưng menu lại không có giá tiền nên tính tiền ảo lắm :)))))) 
Nồi lẩu nhỏ vừa 2-3ng ăn, không to lắm mà tính 270k. Khóc ròng 😂😂😂😂 
Nói chung ăn tạm được, nhưng tính tiền ảo quá nên cũng ngại ngại :)))
Nhân viên lơ ngơ, order xong vào báo lại bếp sai món :))) khổ ds :)))",3
377,"Nhà hàng Festina Lente nhìn quá sang trọng, được ăn nhiều món Âu rất ngon mà giá cả rẻ, uống thêm nước trà tắc đào hoa thanh nhiệt đậm đà. Cảm ơn nhà hàng đã phục vụ tận tình. Hẹn gặp lại mọi người.",5
378,"Về đến nhà mò lên trang foody thấy quán bán món âu lạ nên rủ con bạn tới ăn liền. Kết quả thật xứng đáng, Món âu nhưng giá thì rẻ. Nhất định lần sau về mình sẽ ghé tiếp!",5
379,"Vừa đổi gió, vừa đổi món, các món ăn được tạo kiểu rất trông rất đẹp mắt. 
Cảm ơn nhà hàng đã chuẩn bị bữa tiệc chu đáo. Nhất định lần sau sẽ ghé tiếp!",5
380,"Đồ ăn trang trí rất sang trọng. Toàn đồ Âu. Rất ngon!
See you again!",5
381,"Lần đầu tiên ăn bữa trưa vừa no, vừa ngon, vừa lạ như này.",5
382,"Món ăn ngon, trình bày đẹp mắt! Cái món lẩu giấy nhìn lạ ghê nhưng rất ngon!
Không gian đẹp, phục vụ nhiệt tình thân thiện, sẽ gặp lại nhiều lần sau nữa nhé!",5
383,"Có dịp đi team building, được công ty sắp xếp ăn tối ở đây. Không gian rộng rãi, sang trọng nên dù đi đông cũng thấy thoải mái. Thức ăn đã được đặt trước và đặt gọn gàng trên bàn. Bữa cơm tối có đầy đủ các món mặn, món rau và canh. Các món ăn được bày trí khá bắt mắt, hấp dẫn. Thức ăn hợp khẩu vị, phục vụ nhà hàng nhanh nhẹn.",4
