 ,Review,an_uong
154,"Đường nguyễn huệ hội tụ toàn những quán ăn nổi tiếng ở Quy nhơn. Ngoài phượng tèo ra thì ngọc liên cũng nức tiếng không kém. Menu gồm có bún chả cá, bún riêu, bún sứa, bún cá dầm, bánh canh và cuốn chả cá. Nguyên liệu để làm chả cá là thịt các loại cá mối, cá chai, cá thác lác... xay nhuyễn rồi vo thành viên hoặc làm bánh tròn lớn dày, phủ lên lớp trứng mỏng hấp chín cắt lát cho bắt mắt. Nước lèo được nấu từ xương, đầu cá , thêm vào một ít nấm rơm, măng khô. Ăn xong làm thêm ly nước đậu nành nữa là no tới trưa.",4
155,"Bún chả cá Ngọc Liên khá nổi tiếng ở Qui Nhơn . Quán to , rộng rãi và rất sạch sẽ . Nhân viên đông , tốc độ phục vụ món ăn nhanh . Ngoài bún chả cá ra quán còn có bún sứa , chả cuốn ... Giá cả tầm 15k trở lên . Tô bún cỡ 25k trở lên . Rau sống đi kèm được rửa rất sạch sẽ . Chất lượng món ăn ngon khỏi bàn cãi gì luôn . Đên QN mà không đến đây ăn thì tiếc lắm ❤️❤️ sẽ đến ăn dài dài 👍👍",3
156,"Quán bún cá rất ngon, đa dạng món, có thể mua các đặc sản Quy Nhơn ở đây! gần quán có phố ăn vặt rất nhiều món địa phương như nem nướng, mực rim, cá nướng, bánh xèo, bánh khọt....",4
157,"Quán nằm ngay trên đường Nguyễn Huệ, gần trung tâm nên khá dễ tìm, với quán to đùng mà. Quán rộng rãi,thoáng mát lắm. Cô chủ quán thân thiện,dễ gần,nhân viên cũng tận tình.Ít hôm trước có đến dùng bún cá rồi nhưng hôm nay ngon nên ghé lại ăn nữa. Vì ban bè mình hay ăn ở đây nên gửi hình cho mình review luôn cho đầy đủ các loại bún cá. Giá tầm 25k-35k. Có nhiều loại bún,tha hồ lựa chọn,đảm bảo bao ngon,bao no luôn. Nào là bún cá dằm, bún riêu,bún sứa có cả bánh canh nữa. Nếu là du khách thì nhớ ghé quán nha !",4
158,"Nếu bạn là du khách ghé thăm Quy Nhơn, thì tại sao ngần ngại mà không nhích mông vào quán thử xem tô bún như thế nào nhỉ, sẽ không hối tiếc tí nào đâu. Hãy tin mình !!!
Mình chưa thấy quán nào làm chả cá ngon như ở đây. Chả cá làm từ cá gì thì mình quên rồi. Nước đậm đà. Giá cả có hơi cao nhưng mình nghĩ giá tỉ lệ thuận với tô bún nên không sao đâu. Mình thường nhờ chị mua về nên không biết nhân viên quán phục vụ thế nào nữa.
Không gian quán rộng rãi,sạch sẽ,thoáng mát.",4
159,"Bún cá 25k/ bát, bún sứa 35k/ bát, sữa đậu nành 7k/ cốc, so với giá cả xung quanh quy nhơn là quá hơp lí (vì thấy ăn đâu cũng đắt). Giấy ướt trà đá miễn phí nhé (trong khi đa phần các quán đều thu tiền). Quán sạch sẽ, nhân viên nhanh nhẹn và thân thiện. Rất có cảm tình với quán này luôn ý. Quán ở ngay trên đường Nguyễn Huệ nên ai ở khách sạn Quy Nhơn, Mường Thanh đi ra đó khá tiện. Trong quán có bán 1 số đặc sản bình định nữa nếu có nhu cầu mua.",4
160,"Mỗi lần xuống Quy Nhơn thì hay ghé quán này. Khá nổi tiếng tại Quy Nhơn.
Vô đây hay gọi bún sứa, tại hồi giờ thấy có mỗi chỗ này bán bún sứa.
Giá cả khá vừa túi tiền đi kèm chất lượng.
Không gian thoáng, còn có cả lầu nữa.
Nhân viên thì phục vụ bình thường.
Bún sứa ở đây sứa dai ngon, nước dùng ngon. Tổng thể ngon.
Còn có các món như bánh cuốn, bún cá, bún chả cá, ...
Vì khá nổi tiếng nên người nước ngoài đến du lịch hay ghé đây.
Ăn 2 người tô khá to mà có 60/ 2 người",4
161,"Mọi thứ đều ngon
Cửa hàng khá đông nhất là vào buổi sáng
Nhân viên nói hơi nặng tiếng, có lẽ do mình người hà nội. Cực kì nhiệt tình, vẫn nói cho đến khi mình hiểu thì thôi
Phục vụ nhanh",4
162,"Quán này có tiếng lâu rồi, mở cửa cả ngày. Không gian rộng và sạch sẽ lắm. Khách đông, khách du lịch cũng nhiều. Menu đa dạng, có bún chả cá, bún sứa, bún riêu cua, bún cá thu... Tô nhỏ 25k, tô lớn 35k, cá nhân mình thấy ngon hơn ở Phượng Tèo nhiều. Tô bún đầy đặn, màu sắc hấp dẫn. Sợi bún dai, nước lèo thanh ngọt, riêu cua beo béo, chả cá đậm vị. Free trà đá khăn lạnh, có chuối ăn kèm thì tính thêm tiền. Nhân viên nhanh nhẹn, nhiệt tình lắm",4
163,"Chú taxi chở qua đây giới thiệu đây là quán bún cá nổi nhất Quy Nhơn, bảo sao mà quán to, rộng, khang trang và đắt vậy. So với thành phố ăn gì cũng tầm 10, 15k này thì bát bún riêu đặc biệt giá 35k kia được xếp vô hàng đắt rồi. 
Nhưng ăn thấy ngon phết mà. Nước dùng là nước riêu cua, ngọt, đậm đà. Cá là cá xay nhuyễn chứ không phải cá miếng như mình nghĩ, ăn lạ lạ hay hay phết. Có cái chả cá thì bị ngọt quá, không ưng. 
Trà đá khăn lạnh free nha, phục vụ trong này toàn free trà đá, thích. 
Phục vụ nhanh cực, quay đầu 2 cái đã thấy đồ ăn trước mặt rồi",3
164,"Quán này nổi tiếng Quy Nhơn dường như ai cũng biết, bún chả cá ngon, tô to bự, chất lượng. Cá tươi, dai, nước dùng thanh ngọt",4
165,"Sau 5 năm quay lại quy nhơn, cẩn thận hỏi vài người địa phương, họ đều giới thiệu đến quán này
Bún ngon, cá tươi, sứa tươi. Tóm lại thực phảm ngon. Nước bún rất vừa miệng. Rau và gia vị sạch sẽ, chất lượng. 
Giả cả hợp lý
Mong muốn Cửa hàng sẽ có cơ sở tại hà nôik",5
166,"Đc chú taxi chở qua quán này, giới thiệu là nổi tiếng nhất Quy Nhơn. Vào đọc review của các bác mà hoang mang quá :))
Thực ra cá nhân thấy ăn cũng được chứ k dở. Mình gọi bún sứa, có miếng sứa ăn giòn sật sật man mát cũng vui. Chả cá thấy bở bở ngọt ngọt k hợp khẩu vị lắm. 
Tổng thể thì cũng oke. Rau sống sạch sẽ.
Thích nhất văn hóa trong này là đc free trà đá nè :D
Khăn lạnh miễn phí nữa
Giá k rẻ :D cũng 35k/tô chứ k đùa :)
Quán to, rộng rãi sạch sẽ",4
167,"Quán bún dở nhất Quynhon. Ko đúng bài bún cá truyền thống. Nếu gọi là ngon thì quán đối diện cách 100 m phía quảng trường. Dân Quynhown ít ai ăn bún Ngọc Liên
Nhưng bù lại món cuốn ở đây rất ngon",0
168,"Quán ăn khá ngon, mình đã ăn trưa nay với 2 người bạn. Mình là người Nha Trang, muốn ăn để so sánh buan cá ở đây với ở Nha Trang x
Thế nào, nhìn chung có vị riêng, khá ngon. Nhưng quán là quán lớn, có rất nhiều bàn, nên có c giác là quán hiện đại chứ k phải quán bún nhỏ nhỏ, hjhj, nhưng lhas ngon, co nước chấm đặc trưng",4
169,"Tô bún đây khá chất lượng, ăn no bá cháy bò chét. Nhưng chưa thật sự gọi là ngon, ăn ok thôi. So với mặt bằng ở BD thì giá hơi cao 25k là ít nhất",3
170,"Quán bún cá nhưng mình lại zô đây ăn bún sứa, công nhận rất ngon và đậm đà :D",4
171,"Sơn hào hải vị tại Hướng Dương ngon quá xá ngon, có nhiều loại rau ăn kèm theo sở thích của toi và sứa nữa. Món ăn tại nhà hàng khiến tôi khó quên, sạch sẽ. View trang trí đẹp, đồ hải sản tươi, chế biến rất ngon",5
172,"Theo khẩu vị nhà mình đánh giá thì nhà hàng Hướng Dương khá ngon nhá. Nhìn mà thèm á, hải sản tươi ngon, nhà mình hay ghé đây để ăn cuối tuần",5
173,"Ghé đây vài lần, hải sản ở nhà hàng Hướng Dương rất tươi ngon, quán khá lớn nằm ngay eo gió nên rất dễ tìm.Mình khá bật ngờ vì trang trí khá ấn tượng và lịch sự. Bày biện cũng trang trọng và hấp dẫn.Quán để nhạc nhẹ nhàng, khách ra vào đông nhất là vào buổi tối Không gian trầm và nhẹ nhàng. Phục vụ nhiệt tình, nhanh nhẹn",5
174,"Tôm hùm tươi ngon, đồ ăn vừa vị, nhiều hải sản. Đồ ăn khá ổn và đều tay, mình ăn ở đây vài lần và lần nào cũng hài long, ngon nhất là lẩu hải sản. Giá cả ổn và cũng hợp lý so với chất lượng và so sánh với các quán ăn khác. Phục vụ thân thiện và nhiệt tình.",5
175,"Mình đã ăn hải sản ở nhiều nơi nhưng ưng ở đây nhất. Chỗ ngồi thì rộng rãi, mình thích ngồi gần biển để ngắm biển cho vui. Thái độ nhân viên niềm nở, dễ chịu, nhiệt tình. Vị trí trung tâm nhưng vẫn có chỗ đậu xe oto. Nhà hàng nhiệt tình đưa đón phục vụ. Triệu like",5
176,"Không gian đẹp, mát mẻ. Quản lý lẫn nhân viên đều ok nhiệt tình . Sạch sẽ từ bàn ghế chén bát cho đến từng cọng rau, hải sản ngon. Đồ ăn ngon, giá bình dân hợp túi tiền của nhà tớ nè",5
177,"Thích nhà hàng vì có vị trí thuận lợi vì nhìn được ra eo gió, rất ưng nơi này. Tụi mình đi 3 đứa con gái ord 2 phần ăn xong cũng khá no nha, ăn cũng ngon, xào khá thấm gia vị, hải sản khá nhiều và tươi, riêng cơm cá rất ngon luôn nha, tôm ăn mềm, ngọt thịt không bị bã, lần tới sẽ gọi lại món cơm",5
178,"Đã ăn ở đây nhiều lần và chưa lần nào thất vọng về nó Không gian quán rất thoáng, sang trọng, cách trang trí thể hiện rõ phong cách. Bữa mình tổ chức sinh nhật tại nhà hàng Hướng Dương, đúng là nơi lý tưởng để tổ chức nha. Các món ăn thì khỏi phải chê, đa dạng, trình bày cũng hấp dẫn người nhìn, đặc biệt là các món hải sản, cơm cũng ngon. Còn về các bạn nhân viên phục vụ cũng rất nhiệt tình, dễ thương, luôn chào đón khách, mỉm cười vui vẻ, không bực bội khó chịu khi đông khách, Cách bố trí nhân viên phục vụ cũng rất ổn. Gía cả thì không quá mắc cho một món ăn chất lượng, nước uống cũng không quá mắc.",5
179,"Đói đói mà thèm món tôm hùm là ghé đây liền không đó. Các món mình ăn đều rất vừa miệng, ngon, đặc trưng của biển hải sản, món tôm hùm rất rất ngon. Ngồi ăn ở đây không gian mát mẻ, nhân viên cũng thân thiện.",5
180,"Quán đẹp, hải sản ở đây khá ngon , đúng vị biển, tôm mực tươi ăn rất ngon luôn, giá cả lại quá hợp lí so với các nhà hàng hải sản trên thành phố, Nhân viên phục vụ rất nhanh nhẹn, dễ thương, thân thiện, phục vụ khá nhanh , món ra nhanh khi đông khách hay vắng khách đều vậy luôn, nhân viên rất lịch sự. Cửa hàng đẹp sáng sủa, trang trí hiện đại , đến rồi muốn đến hoài hoài. Chất lượng món ăn thì quá đạt chuẩn luôn. Nhất định sẽ đến lại nữa , ngon quá mà",5
181,"Hôm nay mình đi buổi trưa thì quán khá đông. Món tôm sú sốt me, cháo bào ngư của nhà hàng Hướng Dương là nhất, ở đây bán rất ngon. Chấm với nước chấm cực kì ghiền luôn. Nếu quay lại mình vẫn gọi món này. Trước giờ mình chưa ăn chỗ nào mà cho nhiều đồ ăn như vậy. Nhân viên rất dễ thương, mình nhờ lấy gì cũng rất nhanh và nhiệt tình. Giá cả phải chăng.",5
182,"Thích nhất 2 món này tôm hùm bông hấp nguyên con với ốc***nàng nướng mỡ hành. Nhân viên phục vụ nhiệt tình, nhanh nhẹn",5
183,"Có thể nói là khá hợp khẩu vị gia đình mình, ăn nhiều nơi nhưng đây là lần review vì hải sản ở đây quá tươi ngon, vị ngọt của hải sản làm nên hương vị tuyệt vời",5
184,"Mình đã ăn hầu hết các loại hải sản ở đây, vì mình là đứa nghiện hải sản. Giá cả của các quán cũng sàn sàn nhau nhưng hải sản này ngon thật sự, tươi. Mình đi 5 người ăn quá trời no căng bụng. Nước chấm rất ngon. Món ăn đa dạng nhiều món",5
185,"Nhân viên tận tình, rất hài lòng với thái độ phục vụ ở đây, đồ ăn thì khỏi chê. Nhà hàng Hướng Dương tên đẹp mà đồ ăn ngon, nhân viên dễ thương",5
186,"Quản lí và nhân viên nhiệt tình đưa đón phục vụ. Ăn hoài không ngán, vì mê món ăn ở đây mất rồi.",5
187,"Nước lèo thanh ngọt đậm vị của nhà hàng Hướng Dương ngon, cảnh quang nhà hàng trang trí đẹp, đồ hải sản tươi, chế biến rất ngon",5
188,"Món ăn tại nhà hàng khiến tôi khó quên, món ăn ngon sạch sẽ, món sứa tươi giòn sừn sựt chan với nước lèo chua ngọt ngon lắm luôn",5
189,"Sơn hào hải vị tại Hướng Dương ngon quá xá ngon. Rau ăn kèm khá nhiều và sứa khá béo ngậy, ngon, sạch sẽ",5
190,Như khẩu vị nhà mình đánh giá thì nhà hàng Hướng Dương khá ngon nha. Menu phong phú nhiều món ngon dễ lựa chọn,5
191,"Mình hay ghé quán ăn, hương vị và độ tươi ngon vẫn như ngày nào. Hôm nào lại ghé ăn nữa, thơm ngon nhắc lại thèm quá hix",5
192,"Mùi của hương vị làm kích thích thơm ngon khỏi bàn luon ý. Món tôm sú sốt me, cháo bào ngư của nhà hàng Hướng Dương là nhất",5
193,"Nhà hàng Hướng Dương nơi lý tưởng để tổ chức sinh nhật, không gian rất đẹp và thoáng mát",5
194,"Nhà hàng Hướng Dương nhiệt tình, sạch sẽ, món ăn tuyệt vời hi",5
195,Các bạn nhân viên phục vụ rất tận tình và chu đáo. Yêu lắm,5
196,Mình sẽ quay lại thường xuyên cùng gia đình và giới thiệu cho bạn bè nhé,5
197,"Nhóm tớ thích nhất món tôm hùm bông hấp nguyên con, ăn hợp khẩu vị, thơm ngon",5
198,"Gia vị giữ nguyên được độ tươi ngọt của Hải sản, ăn vô rất thích",5
199,"Nhà hàng Hướng Dương đồ ăn ngon, sạch sẽ rât ưng ý",5
200,"Nhân viên nhà hàng Hướng Dương tận tình, khá hài lòng với thái độ phục vụ",5
201,"Bữa tối thứ 2 ở Quy Nhơn, chọn quàn này nhưng tương đôus thất vọng.
Ưu: 
- Thân thiện
- Sò dương nướng tươi ngon
Nhược
- Rong nho ăn cực chán
- Các món ăn còn lại bình thường 
- Nhà vệ sinh cực bẩn

Nói chung cảm thấy không muốn giới thiệu cho người khác",3
202,Đây là bữa tối mà gđ mình đến quán hướng dương vẫn như buổi sáng mà mình gth cho các bạn .. những bạn nào lần đầu đến đây ăn có thể tham khảo các món mà gđ mình gọi nha ❤️ đồ ăn rất ngon không gian buổi tối se se lạnh nv rất ân cần với khách ...mình sẽ còn ăn ở đây vài hôm nữa,5
203,"Quán đồ ăn ngon giá cả hợp lý nhân viên nhiệt tình có xe đưa đón miễn phí, có dịch vụ kỳ co",5
204,"Đây là những món mà gđ mình đến quán ăn. Món ăn ở đây rất ngon và hợp giá tiền,đồ ăn trang trí bắt mắt,các bạn đến đây hãy ăn thử món rong nho salad và lẫu sứa nước lèo nhé vì nó rất ngon 🥰🥰 không gian thoáng mát sach sẽ có xe đưa đón free tại FLC và nv phục vụ nhiệt tình dễ thương.Có dịp sẽ quay lại quán nhé ❤️❤️❤️",5
205,"Nhà hàng đồ ăn ngon sạch sẻ họp vệ sinh hải sản tươi sống nhân viên nhiệt tình dể thương ❤❤❤
Giá cả họp lý 😍😍😍😍",5
206,"Quán đồ ăn ngon giá cả hợp lý nhân viên nhiệt tình có xe đưa đón miễn phí, có dịch vụ kỳ co",5
207,"Thực đơn phong phú đa dạng 😘😘
😍😍😍😍 5********* 😍",5
208,"Mình không ăn được ốc nên chụp vậy thôi nhưng nghe bạn mình bảo là ngon mà rẻ, còn gà ở đây muốn ăn phải đặt trước 1 tiếng để nhà hàng chuẩn bị từ khâu vặt lông gà tới chế biến, gà nhà nuôi nên dai và ngon cực kì. Quán gần FLC nên có xe đưa đón ra vào rất tiện ạ♥️",5
209,"Gia đình mình ở FLC và tìm thấy quán này trên foody. Quán có xe đưa đón khách miễn phí ở FLC rất tiện lợi. Vị trí quán ở ngày cạnh địa điểm du lịch Eo gió, có thể kết đón hoàng hôn ở Eo gió và xuống ăn tối luôn. 
- Gia đình ăn 2 buổi, một buổi ăn cơm, một buổi ăn hải. Thấy giá cả cũng ổn, nhân viên và chủ quán cũng nhiệt tình, món ăn ngon phù hợp cho gia đình và trẻ nhỏ.",4
210,"Ở Qui Nhơn 3 ngày thì nhà mình ăn 5 bữa ở đây. Quán có xe đưa đón khách ở FLC rất tiện, đồ ăn tươi ngon và siêu siêu rẻ. Quán sạch sẽ, nvien thân thiện. Gần ngay Eo Gió nên các bạn có thể đi bộ ra chơi check in👍🏻",5
211,Not so good for foreigners’ tummies. Whole family got food poisoning from food here.,3
212,"nhân viên rất dễ thương, ngoan, tuy nhiên bếp hơi chậm. món ăn ngon, giá phải chăng, có món lẩu sứa/ sứa nhúng nước lèo lạ và ngon. ngồi trên tầng thượng rất mát và thoáng",5
213,"Nhân viên tận tình,dí dỏm,chu đáo. 😍",5
214,"Đồ an tươi, hợp khẩu vị
Nhiều món ngon: cháo nhum , cá nướng các món ốc so nướng mỡ hành thơm ngon, nước chấm hải sản rất ngon. Lúc nào tới ăn cung mua muối chanh về",5
215,Đồ ăn ở đây ngon.rất hợp khẩu vi.hải san tươi sống.giá hợp lý.nhân viên thân thiện nói chung quán rất rất tốt.tội sẽ trở lại quán trong thời gian gần nhất có thể.,5
216,"Mình ở Flc, tối nào cũng ra đây ăn. Đồ ăn hợp khẩu vị, cảm nhận rất tươi, Menu nhiều món lạ , các bạn nên thử súp rong biển, sưa nước lèo..
Nhân viên nhiệt tình, dễ thương 
Không gian thoáng đẹp sạch sẽ
Một điểm cộng cho nha hàng là có xe điện đưa đón miễn phí khách tại flc .. cảm nhận rất chuyên nghiệp..",5
217,"Sau khi test thử 2 hàng khác do lái xe giới thiệu và rồi GG tìm ra Hướng Dương thì mình khẳng định luôn, Hương Dương làm đồ ăn ngon nhất và vệ sinh nhất Eo Gió. Các bạn cứ vào thẳng đó mà ăn đỡ mất 2 bữa test ở hàng khác như mình. Một số món ngon như: thịt rang tôm, canh chua ngao mùng tơi, canh chua cá mú, cá gáy nướng cuốn bánh tráng, rau muống xào móng tay, tôm cua cá ghẹ, ốc... đều ngon. Giá cả phải chăng, dịch vụ tốt. Mấy anh chị bán trái cây và sinh tố cũng cực dễ mến và giá rẻ đồ ngon..#LIKE",5
218,"Đi theo ghép tour đi Kỳ Co và Eo Gió nên ko đặt bàn trc, lúc từ Kỳ Co về thì cứ vào ăn thôi, chắc do ko đặt trc nên nhiều món hết, gọi thử vài món ra ăn thì cũng thấy bình thường, tôm tươi ngon, mực ngọt, cá thì ăn ko hợp khẩu vị nên ko ăn được. Các thứ khác thì cũng được, ông chủ nhiệt tình vui tính, nhưng cứ có bà (ko biết vai trò j) hay đi cằn nhằn làm mất vui. Ngay gần Eo Gió, ăn xong đi ra Eo Gió chơi lun cũng tiện.",3
219,"Quán nằm hơi xa so với thành phố, nhưng khá tiện nếu các bạn ở FLC. Tuy vậy ra được đó cũng mất tầm 3-5' đi taxi/xe điện. 😩 

Không gian quán vừa phải, ban ngày quán chỉ phục vụ trong nhà, vào buổi tối mát thì có kê bàn ra ngoài trời. Buổi trưa thường đông và khá nóng. Bài trí hơi nghèo nàn nhưng cũng tạm chấp nhận, vì đến chỉ để ăn thui mà hihi 🙃

Quán này giá phải chăng, đồ ăn tương xứng với giá tiền. Nước chấm ở đây ăn ngon, ăn bánh đa khai vị hay các món hải sản đều chấm được. Ngao, tôm, mực, hàu tươi, đặc biệt là siêu to huhu. Nhưng ngao với hàu nướng mỡ hành thì mình không quen ăn lắm vì hơi tanh. 🤢 Ở đây có canh ngao, canh rong biển ăn cũng ngon. 🍻 Có cả ghẹ, nhưng mà nhà mình ăn đúng một lần vì lười bóc 🙄 chứ còn đâu ăn rất ngon👍🏻 

Đồ uống ở đây ngoài bia rượu thì có nước hoa quả tươi‼️ Tươi đúng nghĩa luôn ạ. Nước ổi được xay từ ổi tươi chứ không phải nước đóng hộp, ngoài ra còn nhiều loại nước như dứa, dừa, dưa hấu, táo,.. 🍎 

Nhân viên ở đây khá là tận tình, nhanh nhẹn, có hẳn đồng phục nhân viên 🙀 Phục vụ cũng khá là nhanh, không phải đợi lâu. Nói chung là nếu có lần hai đi thì vẫn sẽ chọn quán này 💯",4
220,"Thấy foody giới thiệu tour trọn gói 1 ngày mà có 300k quá rẻ nên mình đi thử
tour bao gồm đi cano nhanh, êm và ăn hải sản
có 2 set menu để chọn, hải sản tươi và ngon
nhân viên nhiệt tinh
eo gió thì quá đẹp,check in bao phê",4
221,"Mình vừa đi Kỳ Co về sử dụng dịch vụ của Quán Hướng Dương ngày 20/5/2017. Thấy nhiều bạn review mạnh quá, sau khi trải nghiệm thưc tế mình có một số cảm nghĩ rất thật như sau:
1/ Điểm cộng:
- Người của quán rất nhiệt tình, thân thiện: hướng dẫn chi tiết đường đi và chạy xe dắt vào tận quán.
- Thực hiện dịch vụ bài bản, chuyên nghiệp nhưng vẫn còn nét chân thật, chất phát chớ không như kiểu làm kinh doanh chuyên nghiệp.
- Tàu cano chở khách đi rất an toàn, hướng dẫn tận tình, chu đáo. 
- Thức ăn tươi, ngon, đủ no, phục vụ nhanh.
- Giữ xe không tốn phí.
2/ Điểm trừ:
- Không có người cùng tham gia hoạt động ngắm san hô cùng với khách (chỉ hướng dẫn trên tàu, không xuống trực tiếp dưới biển), do đó khách sẽ không biết điểm nào có nhiều san hô hoặc điểm nào đẹp để ngắm. 
- Thời gian tham quan, tắm biển, ngắm san hô còn hạn chế, chỉ tầm 2-3g cho tất cả các hoạt động thì chưa đủ để khám phá và tận hưởng hết, vì biển Kỳ Co đẹp mà ít thời gian thì hơi tiếc!
- Chưa thông báo thực đơn cụ thể cho tour trọn gói, do khách đông nên phải hỏi mới biết đem đủ món.
- Giá cả thấp so với giá đất liền, nhưng không được coi là rẻ so với miền biển.
- Khách đông nên vấn đề vệ sinh cần đảm bảo hơn.

Trên đây là một số nhận xét chân thành sau khi trải nghiệm dịch vụ tại Hướng Dương Quán, mong quán cùng chung tay giữ gìn vệ sinh khu vực tham quan, vui chơi, ăn uống để nơi này sẽ còn được nhiều du khách biết đến hơn nữa.
Chúc quán kinh doanh dịch vụ ngày càng phát đạt và tốt hơn!",4
222,"Chào mừng nhà báo Phan Anh Tú đến Hướng Dương Quán, bác Tú đã có 2 đêm dùng bữa tại Hướng Dương Quán và đã cảm thấy hài lòng. Còn bạn thì sao, có nên đến Hướng Dương Quán để thưởng thức các món hải sản cực kỳ tươi ngon mà giá thì rất là phải chăng?",4
223,"Quán nằm ngay Eo gió, cũng là địa danh đẹp ở QN. Nay có thêm Kì Co, FLC nữa thì quá chuẩn luôn.
Đường đi khá dễ, nếu đi đông thì đi phượt hay đi ôtô đều ok cả, có chỗ đậu xe. Nên đi vào các dịp bình thuoqngf , có sự kiện thì đông lắm.
Phục vụ chủ yếu là người nhà, người dân nên không chuyên nghiệp lắm, được cái khá nhiệt tình nên vẫn thấy thoải mái. 
Quán là quán bình dân, nên không gian cũng không quá nổi bật, thích ngồi ngoài cho thoáng và mát nữa. 
Hải sản tươi cực kì luôn. Ăn bao nhiêu lần vẫn thấy thích. Mình gọi Vú nàng nướng mỡ hành - 130k/đĩa ( 1 loại ốc nhé, giống giống hạt cafe, cá nhân mình thích loại nhỏ, ăn ngon, lớn quá dai lắm), Bào ngư mù tạt 240k/đĩa ( món này là sống, siêu ngon, siêu tươi, ăn còn, ngọt, có vị của biển luôn), Mực hấp gừng 150k/đĩa ( 1 con mực lớn nhé, tươi miễn bàn), Nhum nướng mỡ hành 30k/con ( Nhím biển, ăn vị béo béo, thích lắm, có thể hơi khó ăn nếu ăn lần đầu), Canh rong biển nấu tôm hình như là 110k ( canh rong biển tươi, ngọt thanh, đậm đà). Nhà mình 4 người ăn từng đó, có thêm nước, bánh tráng đồ nữa hết 750k. Hơi chát nhưng ok với chất lượng, nên không sao cả.",4
224,"Hôm nay đi xa xa Qui Nhơn một tí lên Eo Gió ngắm cảnh và nghĩ mát . Tiện ghé qua quán ni ăn uống sau những giờ bơi vui chơi dứoi nước . Các loại hải sản còn sống , thở ngôm ngốp , khách ăn con nào thì chỉ vào để quán bắt lên chế biến . Giá cả hơi cao một tí nhưng ăn hải sản tươi sống thế này thì rất đáng với đồng tiền bỏ ra . Lẩu ghẹ ngon cực , ghẹ chắc , ăn ngon . Thích ăn cua huỳnh đế nữa vừa ngon lại vừa trị hen",3
225,"Quán nằm trên đường ra Eo Gió, cũng dễ kiếm. Món ăn ngon. Sò mai nướng mỡ hành ngon nhưng nướng hơi cháy. Có đặc sản là cả gáy nướng muối ớt cuốn bánh tráng ăn kèm rau sống. Cá tươi, da khá dày. Lẩu ghẹ ngon, nhất là nước lẩu. Điểm trừ là phục vụ khá chậm, mặc dù khách không đông. 
Password wifi:123456789",4
226,"Quán gần Eo Gío, dễ tìm. Hải sản tươi, phong phú.. bào ngư , nhum , nhiều loại ốc biển. Các món ăn chế biến đơn giản nhưng rất ngon. Bạn nên thử súp rong biển, cá nướng .",4
227,"Đi dạo eo gió với tịnh xá xong ghé qua quán ăn. Quán nấu khá ngon mặc dù chờ kHá lâu do đông khách dù hết Tết . Giá cũng hơi cao nhưng đáng đồng tiền bỏ ra. Thịt nghêu to, cháo và cá ngon, đĩa mực nướng cũng chất lượng",4
228,"Quán ngon, rẻ... Nhưng thái độ phục vụ quán này là kém nhất trong các quán. Người quán lý khá nhăn nhó với khách (mặt dù ông chủ tính tình rất dễ thương).",2
229,ổn,5
230,"Mình ghé quán vào tối thứ 6 trong chuyến đi Quy Nhiwn lần này. Quán nằm trên bờ biển và gửi xe phía bên đường, xe máy 3k 1 chiếc.
Không gian rất rộng và thoáng mát vì ở ngay trên bãi biển mà, ngồi uống 1 ly bia nghe sóng biển rì rào nhạc bắt tay chill phết.
Quán trên trí đẹp, nhiều gốc sống ảo, nhiều bàn ghế, quán đông nhưng nhân viên rất nhanh nhẹn và nhiệt tình.
Menu đa dạng giá bình dân.
Điểm trừ là quán để cho người bán hàng rong vào làm phiền khách vì người bán khá nhây, cứ mời hoài dù nói là không mua",4
231,"Ngày trước đó bọn mình uống các loại cocktail ở bên Surf Bar kia. Tối hôm thứ 2 ở Quy Nhơn. Đi ăn uống các kiểu xong lại kéo nhau ra đây ngồi nhưng ngồi ở bên Surf Bar còn lại chứ không ngồi ở vị trí cũ nữa. Lần này có vẻ healthy hơn vì bọn mình toàn gọi juice hoặc smoothies hoa quả thôi. Có xoài, ổi, cóc, hồng xiêm ))) khá là bất ngờ với cốc juice hồng xiêm, khá ngon. Về sau có đứa bạn khác đến gọi thêm 1 cốc trà đào basic. Trời tối gió mát, chỉ muốn ngủ luôn ở mấy cái băng ghế dài của quán thôi :)) các bạn nhân viên nice.",4
